"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"AD09HL","LN",2023-08-04 06:49:01,1,1,0,"Ich befand mich in einem Mix aus Saturn und PrÃ¼fungsraum der Uni, welche sich in meiner alten Schule befanden, genauer gesagt dort im Keller. Ich kann mich an sechs Personen aus meinem realen Leben erinnern: ein ehemaliger Klassenkamerad, mit welchem ich stets befreundet bin, zwei ehemalige Klassenkameradinnen, mit welchen ich nichts mehr dazutun habe, eine ehemalige Klassenkameradin, welche Ã¼ber Jahre meine beste Freundin war, wir allerdings heute keinen Kontakt mehr haben, ein anderer ehemaliger Klassenkamerad, welcher mein Ex Freund ist, zu welchem ich jedoch keine negativen GefÃ¼hlen habe und hatte wÃ¤hrend des Traums und eine sehr gute Freundin, mit welcher ich gestern Abend sogar viel Zeit verbrachte. So viel zu den Personen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112
"AD09HL","LN",2023-08-04 06:49:01,1,1,1,"In meinem Traum ging es darum, dass ich zwei Klausuren (beide Module behandle ich aktuell in der Uni) an einem Tag schreiben sollte und mich sehr schlecht vorbereitet habe. Ich fÃ¼hlte mich gestresst und bedrÃ¼ckt im Traum.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
"AD09HL","LN",2023-08-04 06:49:01,1,1,2,"Die erste Klausur habe ich geschrieben (meine Freundin von gestern war dabei und hatte mir vorher gut zugesprochen). Der Raum war dunkel und die Aufgaben durch Kerzen gekennzeichnet. Jede Aufgabe befand sich an einer anderen Stelle im Raum.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"AD09HL","LN",2023-08-04 06:49:01,1,1,3,"Bei Aufgabe 1 stand eine Kerze, bei Aufgabe 2 standen zwei Kerzen und immer so weiter.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"AD09HL","LN",2023-08-04 06:49:01,1,1,4,"Ich erinnere mich, dass eine der ehemaligen Klassenkameradinnen dabei war, mit der ich heute allerdings nichts mehr zutun habe.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"AD09HL","LN",2023-08-04 06:49:01,1,1,5,"Sie hat mit zu einer bestimmten Aufgabe Sachen zugeflÃ¼stert.",1,"232",1,2,1,1,NA,3,14,232,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"AD09HL","LN",2023-08-04 06:49:01,1,1,6,"Irgendwann hat der Dozent bzw. Aufseher sich in eine Art Kapsel und mit dem RÃ¼cken zu uns gesetzt und betonte dabei, dass er sehen wÃ¼rde, wenn jemand spickt.",1,"3",1,1,1,1,NA,3,4,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"AD09HL","LN",2023-08-04 06:49:01,1,2,1,"Dann lag ich in diesem Dunklen Raum im Bett und zog mein Handy unter der Decke hervor.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"AD09HL","LN",2023-08-04 06:49:01,2,1,0,"Was ich dann gemacht habe, weiÃŸ ich nicht mehr. Im Anschluss wechselte die Szene.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"AD09HL","LN",2023-08-04 06:49:01,2,1,1,"Ich war in meiner alten Schule, im ehemaligen Chemieraum, wo kleine Kinder (so im Alter von 10 Jahren) einen Test schrieben,",1,"4",2,4,1,1,NA,1,NA,4,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"AD09HL","LN",2023-08-04 06:49:01,2,1,2,"ich setzte mich dazu und schrieb mit.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"AD09HL","LN",2023-08-04 06:49:01,2,1,3,"Als auffiel, dass ich dort nicht hingehÃ¶re, verlieÃŸ ich den Raum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"AD09HL","LN",2023-08-04 06:49:01,2,2,1,"und ging ins HauptgebÃ¤ude,",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"AD09HL","LN",2023-08-04 06:49:01,2,2,2,"mein Ex-Freund zeigte mir den Weg und leitete mich in Richtung einer Rolltreppe.",1,"232",1,1,1,1,NA,3,14,232,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"AD09HL","LN",2023-08-04 06:49:01,2,2,3,"In der Schule war das Foyer wie in der RealitÃ¤t, jedoch gab es eine Rolltreppe, welche aussah wie im Saturn, wenn man diese nahm kann man an Elektrozeug vorbei. Am Ende der Rolltreppe war eine Ebene, von welcher Treppen abfÃ¼hrten.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"AD09HL","LN",2023-08-04 06:49:01,2,3,1,"Dort auf der Ebene stand eine Frau, welche wohl eine Dozentin darstellen sollte.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"AD09HL","LN",2023-08-04 06:49:01,2,3,2,"Sie teilte uns unsere PlÃ¤tze fÃ¼r die PrÃ¼fung mit.",1,"3",1,1,1,1,NA,3,4,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"AD09HL","LN",2023-08-04 06:49:01,2,4,1,"Dann erinnere ich mich, dass ich wie eine irre durch mein SchulgebÃ¤ude renne, um den richtigen Raum zu finden, da irgendwas organisatorisch getauscht wurde.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"AD09HL","LN",2023-08-04 06:49:01,2,4,2,"Ich suchte den Raum â€ž3dâ€œ, welchen es in Wirklichkeit gar nicht gibt. Wie sich im Traum herausstellte, war â€ž3dâ€œ im Traum der Raum â€ž4aâ€œ in Wirklichkeit. Ein kleiner Raum mit lediglich ca. 20 PlÃ¤tzen.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"AD09HL","LN",2023-08-04 06:49:01,2,4,3,"Alle PlÃ¤tze waren besetzt, jedoch kannte ich nur 4 Leute: ein ehemaliger Klassenkamerad und drei ehemalige Klassenkameradinnen.",1,"232, 4",2,4,1,1,NA,1,NA,NA,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"AD09HL","LN",2023-08-04 06:49:01,2,4,4,"Dort sollte ich die gleiche Klausur schreiben, welche ich bereits zuvor in dem dunklen Raum geschrieben hatte, ohne die Information erhalten zu haben, dort durchgefallen zu sein.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"AD09HL","LN",2023-08-04 06:49:01,2,4,999,"Dann bin ich aufgewacht.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"AD09HL","LN",2023-08-05 07:15:47,1,1,0,"In dieser Nacht habe ich getrÃ¤umt, dass ich mit meinem Ex-Freund in einem CafÃ© war, in welchem ich gestern tatsÃ¤chlich Kaffee trinken war.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"AD09HL","LN",2023-08-05 07:15:47,1,1,1,"Wir hatten meinen Laptop dabei und haben versucht darauf irgendwas zu machen/zu recherchieren, jedoch kann ich mich nicht mehr erinnern, worum es dabei genau ging.",1,"1",1,NA,232,1,1,4,32,1,1,2,232,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"AD09HL","LN",2023-08-05 07:15:47,1,1,999,"Der Traum lies mich generell neutral fÃ¼hlen. Als wir etwas am Laptop machten, fÃ¼hle ich mich jedoch gestresst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"AD09HL","LN",2023-08-06 07:24:43,1,1,1,"Ich war mit meiner besten Freundin auf einem verlassenen ZechengelÃ¤nde, wo sich noch viele andere Menschen rumtrieben.",1,"1",1,NA,231,1,2,4,4,1,1,2,231,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"AD09HL","LN",2023-08-06 07:24:43,1,1,2,"Auf einmal stand dort ein Junge, mit welchem ich eine lange Vorgeschichte habe: wir bÃ¼ndelten schon mehrmals an, jedoch hat es nie funktioniert, das letzte Mal vor einem guten Monat, doch das war durch seine Aussage â€ždas passt mir gerade nichtâ€œ schnell vorbei.",1,"232",1,1,1,1,NA,1,NA,232,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
"AD09HL","LN",2023-08-06 07:24:43,1,1,3,"Meine beste Freundin und ich sind an ihm vorbeigelaufen, es fielen drei schnelle â€žHallosâ€œ",1,"1, 231",1,2,232,1,1,5,16,NA,1,2,232,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
