"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"NT09TO","LN","2023-07-19 06:03:59",1,1,1,"Ich saß in der Statistik Klausur in der Uni, in einem großen Hörsaal.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NT09TO","LN","2023-07-19 06:03:59",1,1,2,"Dann hab ich die Klausur geöffnet und gesehen, dass ich die Fragen nicht beantworten kann, weil mir die Themen unbekannt waren.   Um mich herum schien keiner irritiert.  Ich bin dann glaube ich nachts so gegen 3/4 Uhr aufgewacht.",1,5,2,4,1,1,NA,1,NA,5,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"NT09TO","LN","2023-07-20 06:00:52",1,1,1,"Ich war an meiner alten Schule (in den Gebäuden und auf dem Gelände), allerdings zusammen mit meinen Freunden von der Uni (ergibt keinen Sinn). Ich glaube, dass wir vor irgendwas weg gelaufen sind. Alle Personen wirkten sehr unruhig, die Stimmung war etwas negativer, aber die Situation wirkte nicht lebensbedrohlich.",1,231,2,4,1,1,NA,4,25,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
"NT09TO","LN","2023-07-21 05:26:16",1,1,1,"Ich war auf der Arbeit. Das Gebäude in dem ich war kam mir nicht bekannt vor, die Leute auch nicht, aber ich hatte das Gefühl dass ich dort arbeiten würde. Die Stimmung war auch ganz normal und neutral.",1,5,2,4,1,1,NA,1,NA,5,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"NT09TO","LN","2023-07-21 05:26:16",1,2,1,"Dann habe ich aber herausgefunden, dass dort giftige Tiere gehalten werden, weil eins von denen ausgebüchst ist.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NT09TO","LN","2023-07-21 05:26:16",1,2,2,"Dann haben wir versucht es zu fangen, …",1,5,3,4,1,1,NA,4,4,5,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NT09TO","LN","2023-07-21 05:26:16",1,2,3,"… wobei es Leute gebissen hat. Dann war der Traum ende.",1,5,2,4,1,1,NA,1,NA,5,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NT09TO","LN","2023-07-27 06:34:17",1,1,0,"Ich war mit Freunden (einige, kann nicht genau sagen wie viele) in Berlin …",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NT09TO","LN","2023-07-27 06:34:17",1,1,1,"… und dann waren wir lange in einem Café …",1,231,2,4,1,1,NA,4,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NT09TO","LN","2023-07-27 06:34:17",1,1,2,"… und sind dann nachts zurück zum Hotel gelaufen. Wir haben viel gelacht …",1,231,2,4,1,1,NA,4,31,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NT09TO","LN","2023-07-27 06:34:17",1,1,3,"… und dann auch die U-Bahn genommen, weil der Weg doch weiter war als erwartet.",1,231,2,4,1,1,NA,4,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"NT09TO","LN","2023-07-27 06:34:17",1,1,4,"Aber dann haben wir die richtige Haltestelle verpasst und mussten eine später aussteigen.",1,231,2,4,1,1,NA,4,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"NT09TO","LN","2023-07-27 06:34:17",1,1,5,"Den Rest sind wir dann aber gelaufen.  Die Stimmung war positiv und es war sehr lustig.",1,231,2,4,1,1,NA,4,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NT09TO","LN","2023-07-29 06:10:06",1,1,0,"Ich war mit Freunden (weiß nicht wer genau, und wie viele wir waren) auf einem Bauernhof, …",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"NT09TO","LN","2023-07-29 06:10:06",1,1,1,"...und dann sind die Tiere dort ausgebrochen.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"NT09TO","LN","2023-07-29 06:10:06",1,1,2,"Wir haben dann alle zusammen versucht, sie wieder einzufangen.  Ein Team hat sich um die Baby Schweine gekümmert, eins um die Pferde, usw. Hatten dabei auch Lassos, aber damit konnte keiner umgehen.",1,231,2,4,1,1,NA,4,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"NT09TO","LN","2023-07-29 06:10:06",1,1,3,"Zum Beispiel sind Baby Schweine aus deren Box entwischt, und die habe ich dann versucht einzufangen.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NT09TO","LN","2023-07-29 06:10:06",1,1,4,"Die Tiere sind aber aus einer Scheune auf eine gesicherte Koppel ausgebrochen, also bestand grundsätzlich keine Gefahr für die Tiere wodurch das einfangen sehr entspannt und lustig war.  Wir haben dann einige Tiere eingefangen und dann war der Traum zu Ende.",1,231,2,4,1,1,NA,4,4,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"NT09TO","LN","2023-07-30 07:10:48",1,1,0,"Ich war mit Freunden von der Uni auf einer Hausparty, so Richtung Studenten Verbindung. Am Anfang war auch alles sehr cool und lustig.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NT09TO","LN","2023-07-30 07:10:48",1,1,1,"Wir haben getanzt …",1,231,2,4,1,1,NA,4,11,231,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"NT09TO","LN","2023-07-30 07:10:48",1,1,2,"… und immer mal wieder neue Leute kennengelernt …",1,231.1,2.1,4,4,2,4,4,4,231,2,4,4,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"NT09TO","LN","2023-07-30 07:10:48",1,1,3,"… und auch Kommilitonen getroffen.",1,231.1,2.1,4,232,2,4,4,4,231,2,4,232,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"NT09TO","LN","2023-07-30 07:10:48",1,2,1,"Dann ist die Stimmung im Traum irgendwann gekippt, weil (für uns) fremde Männer bei uns aufgetaucht sind, und sehr unfreundlich waren.",1,4,2,1,231.1,2.1,4,3,2,4,2,1,231,2,4,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,21
"NT09TO","LN","2023-07-30 07:10:48",1,2,2,"Wir sind denen aus dem Weg gegangen, …",1,231.1,2.1,4,4,2,1,3,25,231,2,4,4,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"NT09TO","LN","2023-07-30 07:10:48",1,2,3,"… die haben sich aber andere Gruppen gesucht, um Stress zu machen.",1,4,2,1,4,2,4,3,2,4,2,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"NT09TO","LN","2023-07-30 07:10:48",1,3,1,"Dann ist eine Schlägerei ausgebrochen …",1,5,2,4,1,1,NA,1,NA,5,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"NT09TO","LN","2023-07-30 07:10:48",1,3,2,"… und die Polizei kam und hat die Party aufgelöst.",1,3,2,4,1,1,NA,1,NA,3,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"NT09TO","LN","2023-07-31 07:13:19",1,1,0,"Von der Uni aus wurde eine Studi Fahrt angeboten, aber extra für unseren Studiengang.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"NT09TO","LN","2023-07-31 07:13:19",1,1,1,"Dafür haben sich dann einige angemeldet, und dann sind wir alle zusammen nach Mailand geflogen. Meine engsten Uni-Freunde waren auf jeden Fall dabei.",1,5.231,2.2,4.4,1,1,NA,4,4,5,2,4,1,1,2,231,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"NT09TO","LN","2023-07-31 07:13:19",1,2,1,"Die Studi Fahrt war dann aber eher wie Urlaub. Man konnte an Exkursionen teilnehmen oder nicht.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"NT09TO","LN","2023-07-31 07:13:19",1,2,2,"Wir haben an einigen Programmpunkten teilgenommen, aber auch viel selbst gestaltet.",1,5.231,2.2,4.4,1,1,NA,4,4,5,2,4,1,1,2,231,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"NT09TO","LN","2023-07-31 07:13:19",1,3,1,"Es war sehr schön, weil wir jeden Abend mit vielen Leuten was zusammen gemacht haben (mal feiern, …",1,5.231,2.2,4.4,1,1,NA,4,1,5,2,4,1,1,2,231,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"NT09TO","LN","2023-07-31 07:13:19",1,4,1,"… mal entspannt in der Lobby sitzen und quatschten).",1,5.231,2.2,4.4,1,1,NA,5,4,5,2,4,1,1,2,231,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
