"id","rater","date","episode","event","situation","content","social","init-char","init-no","init-gender","reci-char","reci-no","reci-gender","type","quality","init_char_1","init_no_1","init_gender_1","reci_char_1","reci_no_1","reci_gender_1","init_char_2","init_no_2","init_gender_2","reci_char_2","reci_no_2","reci_gender_2","init_char_3","init_no_3","init_gender_3","reci_char_3","reci_no_3","reci_gender_3","quality_2","wordcount"
"JN06MR","LN","2023-10-20 07:12:45",1,1,1,"Ich war bei mir zuhause und habe mit meinen Brüdern verstecken gespielt.",1,1,1,NA,212,2,1,4,4,1,1,2,212,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"JN06MR","LN","2023-10-20 07:12:45",1,2,1,"Danach musste ich meine Tasche für Essen packen und mich von meiner Familie verabschieden.",1,1,1,NA,21,2,4,3,4,1,1,2,21,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"JN06MR","LN","2023-10-20 07:12:45",1,2,2,"Allerdings war ein alter Lehrer von mir auch auf einmal dabei und hat sich von mir verabschiedet.",1,232,1,1,1,1,NA,3,4,232,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"JN06MR","LN","2023-10-20 07:12:45",1,2,3,"Danach bin ich mit dem Auto weggefahren und habe zum Abschied gewunken",1,1,1,NA,5,3,4,3,4,1,1,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
