instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
-0.01851849,-0.391666667,1,0,0,instr_done_button,a,1,0.6774,,,,,,,,,0.6774,1,0,0,0,18,1,stimuli/blank.png,human,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,0,0.9613,,,,,,,,,0.9613,0,0,1,1,17,1,stimuli/blank.png,eitel,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7762,,,,,,,,,0.7762,1,0,2,2,11,1,stimuli/blank.png,brutal,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.6896,,,,,,,,,0.6896,1,0,3,3,5,1,stimuli/blank.png,träge,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.637,,,,,,,,,0.637,1,0,4,4,10,1,stimuli/blank.png,aktiv,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6423,,,,,,,,,0.6423,1,0,5,5,12,1,stimuli/blank.png,fröhlich,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.7929,,,,,,,,,0.7929,1,0,6,6,14,1,stimuli/blank.png,gerecht,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,1.1723,,,,,,,,,1.1723,1,0,7,7,15,1,stimuli/blank.png,träge,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5889,,,,,,,,,0.5889,1,0,8,8,19,1,stimuli/blank.png,lustlos,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.7357,,,,,,,,,0.7357,1,0,9,9,16,1,stimuli/blank.png,begabt,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5682,,,,,,,,,0.5682,1,0,10,10,4,1,stimuli/blank.png,gerecht,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.669,,,,,,,,,0.669,1,0,11,11,1,1,stimuli/blank.png,brutal,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,1.2416,,,,,,,,,1.2416,1,0,12,12,7,1,stimuli/blank.png,eitel,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.8461,,,,,,,,,0.8461,1,0,13,13,13,1,stimuli/blank.png,verlogen,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.8342,,,,,,,,,0.8342,1,0,14,14,9,1,stimuli/blank.png,lustlos,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7709,,,,,,,,,0.7709,1,0,15,15,3,1,stimuli/blank.png,verlogen,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6661,,,,,,,,,0.6661,1,0,16,16,2,1,stimuli/blank.png,fröhlich,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5165,,,,,,,,,0.5165,1,0,17,17,0,1,stimuli/blank.png,aktiv,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.7817,,,,,,,,,0.7817,1,0,18,18,6,1,stimuli/blank.png,begabt,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5501,,,,,,,,,0.5501,1,0,19,19,8,1,stimuli/blank.png,human,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.9266,,,,,,,,,0.9266,1,0,0,0,15,1,stimuli/blank.png,meine,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6504,,,,,,,,,0.6504,1,0,1,1,5,1,stimuli/blank.png,meine,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7662,,,,,,,,,0.7662,1,0,2,2,10,1,stimuli/blank.png,andere,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7374,,,,,,,,,0.7374,1,0,3,3,16,1,stimuli/blank.png,euch,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.684,,,,,,,,,0.684,1,0,4,4,2,1,stimuli/blank.png,ihr,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5786,,,,,,,,,0.5786,1,0,5,5,8,1,stimuli/blank.png,eure,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5813,,,,,,,,,0.5813,1,0,6,6,9,1,stimuli/blank.png,selbst,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.6779,,,,,,,,,0.6779,1,0,7,7,4,1,stimuli/blank.png,jene,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5338,,,,,,,,,0.5338,1,0,8,8,1,1,stimuli/blank.png,ich,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.4876,,,,,,,,,0.4876,1,0,9,9,13,1,stimuli/blank.png,mir,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5478,,,,,,,,,0.5478,1,0,10,10,18,1,stimuli/blank.png,eure,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6526,,,,,,,,,0.6526,1,0,11,11,3,1,stimuli/blank.png,mir,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5655,,,,,,,,,0.5655,1,0,12,12,14,1,stimuli/blank.png,jene,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,0,0.4815,,,,,,,,,0.4815,0,0,13,13,12,1,stimuli/blank.png,ihr,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.8782,,,,,,,,,0.8782,1,0,14,14,17,1,stimuli/blank.png,eigene,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6227,,,,,,,,,0.6227,1,0,15,15,11,1,stimuli/blank.png,ich,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6626,,,,,,,,,0.6626,1,0,16,16,19,1,stimuli/blank.png,selbst,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7077,,,,,,,,,0.7077,1,0,17,17,6,1,stimuli/blank.png,euch,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,1.0471,,,,,,,,,1.0471,1,0,18,18,7,1,stimuli/blank.png,eigene,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5716,,,,,,,,,0.5716,1,0,19,19,0,1,stimuli/blank.png,andere,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,1.1486,,,,,,,,,1.1486,1,0,0,0,13,1,stimuli/blank.png,verlogen,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.7044,,,,,,,,,0.7044,1,0,1,1,16,1,stimuli/blank.png,begabt,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.8858,,,,,,,,,0.8858,1,0,2,2,17,1,stimuli/blank.png,eitel,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6257,,,,,,,,,0.6257,1,0,3,3,1,1,stimuli/blank.png,ich,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5749,,,,,,,,,0.5749,1,0,4,4,5,1,stimuli/blank.png,meine,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5479,,,,,,,,,0.5479,1,0,5,5,3,1,stimuli/blank.png,mir,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7032,,,,,,,,,0.7032,1,0,6,6,19,1,stimuli/blank.png,lustlos,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.6327,,,,,,,,,0.6327,1,0,7,7,4,1,stimuli/blank.png,jene,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5707,,,,,,,,,0.5707,1,0,8,8,15,1,stimuli/blank.png,träge,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.5446,,,,,,,,,0.5446,1,0,9,9,18,1,stimuli/blank.png,human,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,0,0.5153,0.0363,,,,,,,,0.5153,0,0,10,10,8,1,stimuli/blank.png,eure,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.9663,,,,,,,,,0.9663,1,0,11,11,10,1,stimuli/blank.png,aktiv,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.7545,,,,,,,,,0.7545,1,0,12,12,7,1,stimuli/blank.png,eigene,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.7765,,,,,,,,,0.7765,1,0,13,13,0,1,stimuli/blank.png,andere,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.6132,,,,,,,,,0.6132,1,0,14,14,2,1,stimuli/blank.png,ihr,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.5375,,,,,,,,,0.5375,1,0,15,15,6,1,stimuli/blank.png,euch,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.7694,,,,,,,,,0.7694,1,0,16,16,14,1,stimuli/blank.png,gerecht,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6027,,,,,,,,,0.6027,1,0,17,17,12,1,stimuli/blank.png,fröhlich,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.519,,,,,,,,,0.519,1,0,18,18,9,1,stimuli/blank.png,selbst,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.6196,,,,,,,,,0.6196,1,0,19,19,11,1,stimuli/blank.png,brutal,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,a,1,0.6384,,,,,,,,,0.6384,1,0,0,0,25,1,stimuli/blank.png,meine,a,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
,,,,,,l,1,0.6496,,,,,,,,,0.6496,1,0,1,1,37,1,stimuli/blank.png,eitel,l,KR01DS,2023-08-10_14h39.57.725,openIAT,2023.1.3,Win32,29.99130252,
