instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
0.06097561,-0.370731707,1,0,0,instr_done_button,,0,-0.375609756,-0.263414634,1,0,0,19.792,button_left,19.792,1,0,0,0,6,1,stimuli/blank.png,begabt,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.356097561,-0.295121951,1,0,0,1.642,button_left,1.642,1,0,1,1,0,1,stimuli/blank.png,aktiv,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.469512195,-0.293902439,1,0,0,0.976,button_left,0.976,1,0,2,2,10,1,stimuli/blank.png,aktiv,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.474390244,-0.3,1,0,0,0.711,button_left,0.711,1,0,3,3,2,1,stimuli/blank.png,fröhlich,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.473170732,-0.290243902,1,0,0,0.755,button_left,0.755,1,0,4,4,16,1,stimuli/blank.png,begabt,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.47195122,-0.286585366,1,0,0,0.66,button_left,0.66,1,0,5,5,12,1,stimuli/blank.png,fröhlich,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.479268293,-0.280487805,1,0,0,0.928,button_left,0.928,1,0,6,6,8,1,stimuli/blank.png,human,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.442682927,-0.301219512,1,0,0,0.692,button_right,0.692,1,0,7,7,11,1,stimuli/blank.png,brutal,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.463414634,-0.304878049,1,0,0,0.605,button_right,0.605,1,0,8,8,19,1,stimuli/blank.png,lustlos,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.476829268,-0.301219512,1,0,0,0.643,button_left,0.643,1,0,9,9,4,1,stimuli/blank.png,gerecht,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.458536585,-0.314634146,1,0,0,0.728,button_right,0.728,1,0,10,10,17,1,stimuli/blank.png,eitel,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.482926829,-0.302439024,1,0,0,0.81,button_left,0.81,1,0,11,11,14,1,stimuli/blank.png,gerecht,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.46097561,-0.317073171,1,0,0,0.659,button_right,0.659,1,0,12,12,5,1,stimuli/blank.png,träge,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.458536585,-0.318292683,1,0,0,0.693,button_right,0.693,1,0,13,13,3,1,stimuli/blank.png,verlogen,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.457317073,-0.319512195,1,0,0,0.659,button_right,0.659,1,0,14,14,9,1,stimuli/blank.png,lustlos,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.496341463,-0.286585366,1,0,0,0.58,button_left,0.58,1,0,15,15,18,1,stimuli/blank.png,human,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.451219512,-0.315853659,1,0,0,0.559,button_right,0.559,1,0,16,16,1,1,stimuli/blank.png,brutal,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.451219512,-0.324390244,1,0,0,0.574,button_right,0.574,1,0,17,17,13,1,stimuli/blank.png,verlogen,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.467073171,-0.312195122,1,0,0,1.725,button_right,1.725,1,0,18,18,7,1,stimuli/blank.png,eitel,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.46097561,-0.315853659,1,0,0,0.728,button_right,0.728,1,0,19,19,15,1,stimuli/blank.png,träge,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.457317073,-0.27804878,1,0,0,1.405,button_right,1.405,1,0,0,0,18,1,stimuli/blank.png,eure,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.46097561,-0.275609756,1,0,0,0.677,button_right,0.677,1,0,1,1,6,1,stimuli/blank.png,euch,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,0.457317073,-0.27195122,1,0,0,0.544,button_right,0.544,1,0,2,2,12,1,stimuli/blank.png,ihr,l,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.491463415,-0.280487805,1,0,0,0.544,button_left,0.544,1,0,3,3,3,1,stimuli/blank.png,mir,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.48902439,-0.286585366,1,0,0,0.509,button_left,0.509,1,0,4,4,19,1,stimuli/blank.png,selbst,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.492682927,-0.27804878,1,0,0,0.494,button_left,0.494,1,0,5,5,17,1,stimuli/blank.png,eigene,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
,,,,,,,0,-0.491463415,-0.282926829,1,0,0,0.474,button_left,0.474,1,0,6,6,11,1,stimuli/blank.png,ich,a,EI06AE,2023-08-19_16h01.29.273,openIAT,2023.1.3,MacIntel,45.45454545,
