instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
0.067708333,-0.3984375,0,0,0,instr_done_button,a,1,0.8108,,,,,,,,,0.8108,1,0,0,0,2,1,stimuli/blank.png,fröhlich,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.9176,,,,,,,,,0.9176,1,0,1,1,14,1,stimuli/blank.png,gerecht,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.8678,,,,,,,,,0.8678,1,0,2,2,1,1,stimuli/blank.png,brutal,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.6178,,,,,,,,,0.6178,1,0,3,3,10,1,stimuli/blank.png,aktiv,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.535,,,,,,,,,0.535,1,0,4,4,12,1,stimuli/blank.png,fröhlich,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,0,0.5183,,,,,,,,,0.5183,0,0,5,5,7,1,stimuli/blank.png,eitel,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.5843,,,,,,,,,0.5843,1,0,6,6,6,1,stimuli/blank.png,begabt,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.6851,,,,,,,,,0.6851,1,0,7,7,17,1,stimuli/blank.png,eitel,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.8419,,,,,,,,,0.8419,1,0,8,8,11,1,stimuli/blank.png,brutal,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.5513,,,,,,,,,0.5513,1,0,9,9,0,1,stimuli/blank.png,aktiv,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.7844,,,,,,,,,0.7844,1,0,10,10,9,1,stimuli/blank.png,lustlos,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.6844,,,,,,,,,0.6844,1,0,11,11,15,1,stimuli/blank.png,träge,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.9252,,,,,,,,,0.9252,1,0,12,12,18,1,stimuli/blank.png,human,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.7844,,,,,,,,,0.7844,1,0,13,13,4,1,stimuli/blank.png,gerecht,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.7511,,,,,,,,,0.7511,1,0,14,14,13,1,stimuli/blank.png,verlogen,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.5025,,,,,,,,,0.5025,1,0,15,15,3,1,stimuli/blank.png,verlogen,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.6345,,,,,,,,,0.6345,1,0,16,16,8,1,stimuli/blank.png,human,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,l,1,0.5011,,,,,,,,,0.5011,1,0,17,17,19,1,stimuli/blank.png,lustlos,l,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
,,,,,,a,1,0.5511,,,,,,,,,0.5511,1,0,18,18,16,1,stimuli/blank.png,begabt,a,GB06JH,2023-08-12_23h31.21.069,openIAT,2023.1.3,Win32,60.00960154,
