instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
,,,,,a,1,0.5831,,,,,,,,,0.5831,1,0,19,19,16,1,stimuli/blank.png,begabt,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.7475,,,,,,,,,0.7475,1,0,0,0,13,1,stimuli/blank.png,mir,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.483,,,,,,,,,0.483,1,0,1,1,18,1,stimuli/blank.png,eure,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5856,,,,,,,,,0.5856,1,0,2,2,12,1,stimuli/blank.png,ihr,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6296,,,,,,,,,0.6296,1,0,3,3,15,1,stimuli/blank.png,meine,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5856,,,,,,,,,0.5856,1,0,4,4,2,1,stimuli/blank.png,ihr,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6269,,,,,,,,,0.6269,1,0,5,5,1,1,stimuli/blank.png,ich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5341,,,,,,,,,0.5341,1,0,6,6,8,1,stimuli/blank.png,eure,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6267,,,,,,,,,0.6267,1,0,7,7,0,1,stimuli/blank.png,andere,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5241,,,,,,,,,0.5241,1,0,8,8,10,1,stimuli/blank.png,andere,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5796,,,,,,,,,0.5796,1,0,9,9,19,1,stimuli/blank.png,selbst,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6136,,,,,,,,,0.6136,1,0,10,10,17,1,stimuli/blank.png,eigene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5656,,,,,,,,,0.5656,1,0,11,11,16,1,stimuli/blank.png,euch,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5492,,,,,,,,,0.5492,1,0,12,12,9,1,stimuli/blank.png,selbst,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6159,,,,,,,,,0.6159,1,0,13,13,3,1,stimuli/blank.png,mir,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5475,,,,,,,,,0.5475,1,0,14,14,5,1,stimuli/blank.png,meine,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.4157,,,,,,,,,0.4157,1,0,15,15,6,1,stimuli/blank.png,euch,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5279,,,,,,,,,0.5279,1,0,16,16,7,1,stimuli/blank.png,eigene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6648,,,,,,,,,0.6648,1,0,17,17,4,1,stimuli/blank.png,jene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5174,,,,,,,,,0.5174,1,0,18,18,14,1,stimuli/blank.png,jene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.4626,,,,,,,,,0.4626,1,0,19,19,11,1,stimuli/blank.png,ich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5945,,,,,,,,,0.5945,1,0,0,0,13,1,stimuli/blank.png,verlogen,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5168,,,,,,,,,0.5168,1,0,1,1,11,1,stimuli/blank.png,brutal,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6339,,,,,,,,,0.6339,1,0,2,2,12,1,stimuli/blank.png,fröhlich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5997,,,,,,,,,0.5997,1,0,3,3,9,1,stimuli/blank.png,selbst,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5327,,,,,,,,,0.5327,1,0,4,4,3,1,stimuli/blank.png,mir,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.4994,,,,,,,,,0.4994,1,0,5,5,6,1,stimuli/blank.png,euch,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5338,,,,,,,,,0.5338,1,0,6,6,1,1,stimuli/blank.png,ich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,0,0.5518,,,,,,,,,0.5518,0,0,7,7,14,1,stimuli/blank.png,gerecht,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6834,,,,,,,,,0.6834,1,0,8,8,0,1,stimuli/blank.png,andere,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6664,,,,,,,,,0.6664,1,0,9,9,8,1,stimuli/blank.png,eure,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.8161,,,,,,,,,0.8161,1,0,10,10,16,1,stimuli/blank.png,begabt,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.7673,,,,,,,,,0.7673,1,0,11,11,17,1,stimuli/blank.png,eitel,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.7837,,,,,,,,,0.7837,1,0,12,12,19,1,stimuli/blank.png,lustlos,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5325,,,,,,,,,0.5325,1,0,13,13,5,1,stimuli/blank.png,meine,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6015,,,,,,,,,0.6015,1,0,14,14,4,1,stimuli/blank.png,jene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.584,,,,,,,,,0.584,1,0,15,15,10,1,stimuli/blank.png,aktiv,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6835,,,,,,,,,0.6835,1,0,16,16,2,1,stimuli/blank.png,ihr,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,0,0.5831,,,,,,,,,0.5831,0,0,17,17,15,1,stimuli/blank.png,träge,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.8487,,,,,,,,,0.8487,1,0,18,18,7,1,stimuli/blank.png,eigene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.7167,,,,,,,,,0.7167,1,0,19,19,18,1,stimuli/blank.png,human,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6998,,,,,,,,,0.6998,1,0,0,0,32,1,stimuli/blank.png,fröhlich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6208,,,,,,,,,0.6208,1,0,1,1,27,1,stimuli/blank.png,eigene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5801,,,,,,,,,0.5801,1,0,2,2,33,1,stimuli/blank.png,verlogen,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5152,,,,,,,,,0.5152,1,0,3,3,25,1,stimuli/blank.png,meine,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6822,,,,,,,,,0.6822,1,0,4,4,30,1,stimuli/blank.png,aktiv,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.499,,,,,,,,,0.499,1,0,5,5,36,1,stimuli/blank.png,begabt,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.4674,,,,,,,,,0.4674,1,0,6,6,39,1,stimuli/blank.png,lustlos,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5984,,,,,,,,,0.5984,1,0,7,7,9,1,stimuli/blank.png,selbst,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6087,,,,,,,,,0.6087,1,0,8,8,7,1,stimuli/blank.png,eigene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5092,,,,,,,,,0.5092,1,0,9,9,5,1,stimuli/blank.png,meine,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.715,,,,,,,,,0.715,1,0,10,10,10,1,stimuli/blank.png,aktiv,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5825,,,,,,,,,0.5825,1,0,11,11,8,1,stimuli/blank.png,eure,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.7857,,,,,,,,,0.7857,1,0,12,12,14,1,stimuli/blank.png,gerecht,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.4769,,,,,,,,,0.4769,1,0,13,13,29,1,stimuli/blank.png,selbst,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6088,,,,,,,,,0.6088,1,0,14,14,24,1,stimuli/blank.png,jene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.475,,,,,,,,,0.475,1,0,15,15,23,1,stimuli/blank.png,mir,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6005,,,,,,,,,0.6005,1,0,16,16,16,1,stimuli/blank.png,begabt,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6015,,,,,,,,,0.6015,1,0,17,17,22,1,stimuli/blank.png,ihr,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,0,0.5205,,,,,,,,,0.5205,0,0,18,18,0,1,stimuli/blank.png,andere,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6604,,,,,,,,,0.6604,1,0,19,19,17,1,stimuli/blank.png,eitel,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5864,,,,,,,,,0.5864,1,0,20,20,20,1,stimuli/blank.png,andere,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.566,,,,,,,,,0.566,1,0,21,21,21,1,stimuli/blank.png,ich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6661,,,,,,,,,0.6661,1,0,22,22,37,1,stimuli/blank.png,eitel,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5642,,,,,,,,,0.5642,1,0,23,23,34,1,stimuli/blank.png,gerecht,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6628,,,,,,,,,0.6628,1,0,24,24,15,1,stimuli/blank.png,träge,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6967,,,,,,,,,0.6967,1,0,25,25,4,1,stimuli/blank.png,jene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6119,,,,,,,,,0.6119,1,0,26,26,2,1,stimuli/blank.png,ihr,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6134,,,,,,,,,0.6134,1,0,27,27,11,1,stimuli/blank.png,brutal,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.615,,,,,,,,,0.615,1,0,28,28,28,1,stimuli/blank.png,eure,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5627,,,,,,,,,0.5627,1,0,29,29,12,1,stimuli/blank.png,fröhlich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.566,,,,,,,,,0.566,1,0,30,30,19,1,stimuli/blank.png,lustlos,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6164,,,,,,,,,0.6164,1,0,31,31,3,1,stimuli/blank.png,mir,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5678,,,,,,,,,0.5678,1,0,32,32,26,1,stimuli/blank.png,euch,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6008,,,,,,,,,0.6008,1,0,33,33,31,1,stimuli/blank.png,brutal,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5852,,,,,,,,,0.5852,1,0,34,34,1,1,stimuli/blank.png,ich,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6656,,,,,,,,,0.6656,1,0,35,35,18,1,stimuli/blank.png,human,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5513,,,,,,,,,0.5513,1,0,36,36,13,1,stimuli/blank.png,verlogen,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6017,,,,,,,,,0.6017,1,0,37,37,35,1,stimuli/blank.png,träge,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5939,,,,,,,,,0.5939,1,0,38,38,6,1,stimuli/blank.png,euch,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5467,,,,,,,,,0.5467,1,0,39,39,38,1,stimuli/blank.png,human,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.7301,,,,,,,,,0.7301,1,0,0,0,4,1,stimuli/blank.png,jene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5662,,,,,,,,,0.5662,1,0,1,1,0,1,stimuli/blank.png,andere,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5336,,,,,,,,,0.5336,1,0,2,2,17,1,stimuli/blank.png,eigene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6665,,,,,,,,,0.6665,1,0,3,3,18,1,stimuli/blank.png,eure,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6491,,,,,,,,,0.6491,1,0,4,4,16,1,stimuli/blank.png,euch,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5683,,,,,,,,,0.5683,1,0,5,5,13,1,stimuli/blank.png,mir,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5363,,,,,,,,,0.5363,1,0,6,6,8,1,stimuli/blank.png,eure,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5667,,,,,,,,,0.5667,1,0,7,7,3,1,stimuli/blank.png,mir,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6664,,,,,,,,,0.6664,1,0,8,8,19,1,stimuli/blank.png,selbst,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6495,,,,,,,,,0.6495,1,0,9,9,5,1,stimuli/blank.png,meine,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.634,,,,,,,,,0.634,1,0,10,10,14,1,stimuli/blank.png,jene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.8666,,,,,,,,,0.8666,1,0,11,11,2,1,stimuli/blank.png,ihr,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6183,,,,,,,,,0.6183,1,0,12,12,12,1,stimuli/blank.png,ihr,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6169,,,,,,,,,0.6169,1,0,13,13,15,1,stimuli/blank.png,meine,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.5508,,,,,,,,,0.5508,1,0,14,14,6,1,stimuli/blank.png,euch,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5163,,,,,,,,,0.5163,1,0,15,15,1,1,stimuli/blank.png,ich,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.7168,,,,,,,,,0.7168,1,0,16,16,10,1,stimuli/blank.png,andere,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5821,,,,,,,,,0.5821,1,0,17,17,11,1,stimuli/blank.png,ich,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5832,,,,,,,,,0.5832,1,0,18,18,9,1,stimuli/blank.png,selbst,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.5172,,,,,,,,,0.5172,1,0,19,19,7,1,stimuli/blank.png,eigene,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.7241,,,,,,,,,0.7241,1,0,0,0,0,1,stimuli/blank.png,andere,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6667,,,,,,,,,0.6667,1,0,1,1,6,1,stimuli/blank.png,euch,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,0,0.7472,,,,,,,,,0.7472,0,0,2,2,15,1,stimuli/blank.png,träge,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,1.3825,,,,,,,,,1.3825,1,0,3,3,11,1,stimuli/blank.png,brutal,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.7208,,,,,,,,,0.7208,1,0,4,4,13,1,stimuli/blank.png,verlogen,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.9494,,,,,,,,,0.9494,1,0,5,5,5,1,stimuli/blank.png,meine,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,1.1158,,,,,,,,,1.1158,1,0,6,6,17,1,stimuli/blank.png,eitel,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.9552,,,,,,,,,0.9552,1,0,7,7,2,1,stimuli/blank.png,ihr,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.9844,,,,,,,,,0.9844,1,0,8,8,18,1,stimuli/blank.png,human,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,0.6655,,,,,,,,,0.6655,1,0,9,9,9,1,stimuli/blank.png,selbst,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,0.6345,,,,,,,,,0.6345,1,0,10,10,4,1,stimuli/blank.png,jene,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,0,0.843,,,,,,,,,0.843,0,0,11,11,14,1,stimuli/blank.png,gerecht,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,a,1,1.001,,,,,,,,,1.001,1,0,12,12,8,1,stimuli/blank.png,eure,a,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
,,,,,l,1,1.0366,,,,,,,,,1.0366,1,0,13,13,19,1,stimuli/blank.png,lustlos,l,AN01TO,2023-08-13_13h14.01.104,openIAT,2023.1.3,MacIntel,60.0024001,
