instruct_pages.thisRepN,instruct_pages.thisTrialN,instruct_pages.thisN,instruct_pages.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,conds_file,label_left,label_right,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimImage,stimWord,CorrAns,instr_done_button.started,instr_done_label.started,instr_done_touch.started,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,button_L.started,button_R.started,fixation.started,fixation.stopped,text_stim.started,key_resp.started,button_left.started,button_right.started,touch_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,20.394485699998768,20.394485699998768,0.04334530000051018,-0.024074074074074074,-0.4222222222222222,1,0,0,instr_done_button,21.587385499999073,21.587385499999073,23.225641900000483,23.45921559999988,23.45921559999988,23.45921559999988,23.45921559999988,23.45921559999988,0.2529079999985697,a,1,3.676368899999943,None,[],[],[],[],[],[],[],3.676368899999943,1,,,,,,
