instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
,,,,,a,1,0.5896,,,,,,,,,0.5896,1,0,37,37,29,1,stimuli/blank.png,selbst,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.5793,,,,,,,,,0.5793,1,0,38,38,30,1,stimuli/blank.png,aktiv,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.5163,,,,,,,,,0.5163,1,0,39,39,37,1,stimuli/blank.png,eitel,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.6645,,,,,,,,,0.6645,1,0,0,0,4,1,stimuli/blank.png,jene,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.5297,,,,,,,,,0.5297,1,0,1,1,9,1,stimuli/blank.png,selbst,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.4945,,,,,,,,,0.4945,1,0,2,2,15,1,stimuli/blank.png,meine,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.5049,,,,,,,,,0.5049,1,0,3,3,5,1,stimuli/blank.png,meine,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.4896,,,,,,,,,0.4896,1,0,4,4,2,1,stimuli/blank.png,ihr,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.5236,,,,,,,,,0.5236,1,0,5,5,7,1,stimuli/blank.png,eigene,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.6365,,,,,,,,,0.6365,1,0,6,6,10,1,stimuli/blank.png,andere,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.4943,,,,,,,,,0.4943,1,0,7,7,0,1,stimuli/blank.png,andere,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.3945,,,,,,,,,0.3945,1,0,8,8,1,1,stimuli/blank.png,ich,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.5561,,,,,,,,,0.5561,1,0,9,9,14,1,stimuli/blank.png,jene,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.5101,,,,,,,,,0.5101,1,0,10,10,12,1,stimuli/blank.png,ihr,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.4866,,,,,,,,,0.4866,1,0,11,11,13,1,stimuli/blank.png,mir,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.7068,,,,,,,,,0.7068,1,0,12,12,17,1,stimuli/blank.png,eigene,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.4479,,,,,,,,,0.4479,1,0,13,13,3,1,stimuli/blank.png,mir,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.4897,,,,,,,,,0.4897,1,0,14,14,8,1,stimuli/blank.png,eure,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.3714,,,,,,,,,0.3714,1,0,15,15,6,1,stimuli/blank.png,euch,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.4107,,,,,,,,,0.4107,1,0,16,16,19,1,stimuli/blank.png,selbst,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.4992,,,,,,,,,0.4992,1,0,17,17,18,1,stimuli/blank.png,eure,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.3821,,,,,,,,,0.3821,1,0,18,18,16,1,stimuli/blank.png,euch,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.3453,,,,,,,,,0.3453,1,0,19,19,11,1,stimuli/blank.png,ich,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.6296,,,,,,,,,0.6296,1,0,0,0,4,1,stimuli/blank.png,jene,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,1.1965,,,,,,,,,1.1965,1,0,1,1,18,1,stimuli/blank.png,human,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.7143,,,,,,,,,0.7143,1,0,2,2,17,1,stimuli/blank.png,eitel,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.87,,,,,,,,,0.87,1,0,3,3,16,1,stimuli/blank.png,begabt,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.5449,,,,,,,,,0.5449,1,0,4,4,3,1,stimuli/blank.png,mir,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.5435,,,,,,,,,0.5435,1,0,5,5,9,1,stimuli/blank.png,selbst,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.5986,,,,,,,,,0.5986,1,0,6,6,2,1,stimuli/blank.png,ihr,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.6723,,,,,,,,,0.6723,1,0,7,7,15,1,stimuli/blank.png,träge,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.8495,,,,,,,,,0.8495,1,0,8,8,7,1,stimuli/blank.png,eigene,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.6553,,,,,,,,,0.6553,1,0,9,9,14,1,stimuli/blank.png,gerecht,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.7014,,,,,,,,,0.7014,1,0,10,10,6,1,stimuli/blank.png,euch,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.8381,,,,,,,,,0.8381,1,0,11,11,13,1,stimuli/blank.png,verlogen,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,l,1,0.73,,,,,,,,,0.73,1,0,12,12,19,1,stimuli/blank.png,lustlos,l,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.9118,,,,,,,,,0.9118,1,0,13,13,10,1,stimuli/blank.png,aktiv,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.6665,,,,,,,,,0.6665,1,0,14,14,0,1,stimuli/blank.png,andere,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
,,,,,a,1,0.595,,,,,,,,,0.595,1,0,15,15,12,1,stimuli/blank.png,fröhlich,a,MC11DT,2023-08-15_11h09.02.186,openIAT,2023.1.3,Win32,66.84938833,
