instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
0.128662109,-0.382515971,1,0,0,instr_done_button,,0,-0.376708984,-0.343996006,1,0,0,2.1025,button_left,2.1025,1,0,0,0,4,1,stimuli/blank.png,gerecht,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.381835938,-0.269668749,1,0,0,1.1725,button_right,1.1725,1,0,1,1,9,1,stimuli/blank.png,lustlos,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.386474609,-0.3157842,1,0,0,1.1597,button_left,1.1597,1,0,2,2,12,1,stimuli/blank.png,fröhlich,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.400390625,-0.275636631,1,0,0,1.0266,button_right,1.0266,1,0,3,3,13,1,stimuli/blank.png,verlogen,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.408691406,-0.311443922,1,0,0,0.8565,button_left,0.8565,1,0,4,4,0,1,stimuli/blank.png,aktiv,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.395263672,-0.306018575,1,0,0,0.6615,button_left,0.6615,0,0,5,5,7,1,stimuli/blank.png,eitel,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.411621094,-0.294082811,1,0,0,0.9728,button_left,0.9728,1,0,6,6,2,1,stimuli/blank.png,fröhlich,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.406005859,-0.298965624,1,0,0,1.0543,button_left,1.0543,1,0,7,7,14,1,stimuli/blank.png,gerecht,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.405029297,-0.298965624,1,0,0,0.8393,button_left,0.8393,1,0,8,8,18,1,stimuli/blank.png,human,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.408447266,-0.296795485,1,0,0,0.7154,button_left,0.7154,1,0,9,9,8,1,stimuli/blank.png,human,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.357177734,-0.29625295,1,0,0,0.7089,button_right,0.7089,1,0,10,10,19,1,stimuli/blank.png,lustlos,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.419189453,-0.266956075,1,0,0,0.6422,button_right,0.6422,1,0,11,11,3,1,stimuli/blank.png,verlogen,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.354248047,-0.30547604,1,0,0,0.8236,button_right,0.8236,1,0,12,12,15,1,stimuli/blank.png,träge,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.408691406,-0.274009026,1,0,0,0.9372,button_right,0.9372,1,0,13,13,1,1,stimuli/blank.png,brutal,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.401123047,-0.263158332,1,0,0,0.8557,button_right,0.8557,1,0,14,14,5,1,stimuli/blank.png,träge,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.397460938,-0.294082811,1,0,0,0.7412,button_left,0.7412,1,0,15,15,6,1,stimuli/blank.png,begabt,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.413085938,-0.291370138,1,0,0,0.6833,button_left,0.6833,1,0,16,16,16,1,stimuli/blank.png,begabt,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.397949219,-0.302763367,1,0,0,0.7756,button_left,0.7756,1,0,17,17,10,1,stimuli/blank.png,aktiv,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.354248047,-0.308731249,1,0,0,0.6415,button_right,0.6415,1,0,18,18,11,1,stimuli/blank.png,brutal,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.407958984,-0.340198263,1,0,0,0.6926,button_left,0.6926,0,0,19,19,17,1,stimuli/blank.png,eitel,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.385253906,-0.313614061,1,0,0,3.2067,button_left,3.2067,1,0,0,0,19,1,stimuli/blank.png,selbst,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.41796875,-0.263700867,1,0,0,0.6469,button_right,0.6469,1,0,1,1,18,1,stimuli/blank.png,eure,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.409912109,-0.279434374,1,0,0,0.8203,button_right,0.8203,1,0,2,2,10,1,stimuli/blank.png,andere,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.390380859,-0.283774651,1,0,0,0.6897,button_right,0.6897,1,0,3,3,16,1,stimuli/blank.png,euch,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.415771484,-0.256647915,1,0,0,0.5771,button_right,0.5771,1,0,4,4,12,1,stimuli/blank.png,ihr,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.390136719,-0.260445658,1,0,0,0.524,button_right,0.524,1,0,5,5,14,1,stimuli/blank.png,jene,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.401123047,-0.317954339,1,0,0,0.6901,button_left,0.6901,1,0,6,6,17,1,stimuli/blank.png,eigene,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.425048828,-0.292997742,1,0,0,0.5084,button_left,0.5084,1,0,7,7,11,1,stimuli/blank.png,ich,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.411132813,-0.289742533,1,0,0,0.6916,button_left,0.6916,1,0,8,8,7,1,stimuli/blank.png,eigene,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,-0.421386719,-0.286487325,1,0,0,0.5305,button_left,0.5305,1,0,9,9,5,1,stimuli/blank.png,meine,a,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
,,,,,,,0,0.374267578,-0.282689582,1,0,0,0.6268,button_right,0.6268,1,0,10,10,8,1,stimuli/blank.png,eure,l,An02de,2023-08-19_09h38.31.883,openIAT,2023.1.3,Linux aarch64,60.46314771,
