instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
0.142857143,-0.389285714,1,0,0,instr_done_button,,0,-0.324489796,-0.332142857,1,0,0,4.014,button_left,4.014,1,0,0,0,8,1,stimuli/blank.png,human,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,0.364285714,-0.321938776,1,0,0,1.06,button_right,1.06,1,0,1,1,5,1,stimuli/blank.png,träge,l,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.318367347,-0.341326531,1,0,0,1.269,button_left,1.269,1,0,2,2,10,1,stimuli/blank.png,aktiv,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.357142857,-0.325,1,0,0,0.821,button_left,0.821,1,0,3,3,2,1,stimuli/blank.png,fröhlich,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.339795918,-0.312755102,1,0,0,1.649,button_left,1.649,1,0,4,4,18,1,stimuli/blank.png,human,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,0.35,-0.309693878,1,0,0,0.851,button_right,0.851,1,0,5,5,19,1,stimuli/blank.png,lustlos,l,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,0.358163265,-0.348469388,1,0,0,0.896,button_right,0.896,1,0,6,6,13,1,stimuli/blank.png,verlogen,l,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.389795918,-0.339285714,1,0,0,0.688,button_left,0.688,1,0,7,7,6,1,stimuli/blank.png,begabt,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.369387755,-0.325,1,0,0,0.999,button_left,0.999,1,0,8,8,4,1,stimuli/blank.png,gerecht,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.339795918,-0.289285714,1,0,0,0.606,button_left,0.606,1,0,9,9,14,1,stimuli/blank.png,gerecht,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
,,,,,,,0,-0.369387755,-0.320918367,1,0,0,0.678,button_left,0.678,1,0,10,10,16,1,stimuli/blank.png,begabt,a,CR08LR,2023-08-03_07h56.37.098,openIAT,2023.1.3,iPhone,66.66666667,
