instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
0.147482014,-0.383693046,1,0,0,instr_done_button,,0,-0.471223022,-0.334532374,1,0,0,7.085,button_left,7.085,1,0,0,0,8,1,stimuli/blank.png,human,a,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,0.491606715,-0.298561151,1,0,0,1.049,button_right,1.049,1,0,1,1,5,1,stimuli/blank.png,träge,l,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,0.503597122,-0.268585132,1,0,0,1.083,button_right,1.083,1,0,2,2,7,1,stimuli/blank.png,eitel,l,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,-0.535971223,-0.270983213,1,0,0,0.601,button_left,0.601,0,0,3,3,1,1,stimuli/blank.png,brutal,l,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,-0.535971223,-0.26618705,1,0,0,0.698,button_left,0.698,1,0,4,4,0,1,stimuli/blank.png,aktiv,a,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,0.516786571,-0.268585132,1,0,0,0.582,button_right,0.582,1,0,5,5,15,1,stimuli/blank.png,träge,l,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,-0.521582734,-0.268585132,1,0,0,0.666,button_left,0.666,1,0,6,6,6,1,stimuli/blank.png,begabt,a,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,-0.552757794,-0.267386091,1,0,0,0.467,button_left,0.467,1,0,7,7,16,1,stimuli/blank.png,begabt,a,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,-0.547961631,-0.258992806,1,0,0,0.599,button_left,0.599,1,0,8,8,12,1,stimuli/blank.png,fröhlich,a,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
,,,,,,,0,0.517985612,-0.269784173,1,0,0,0.616,button_right,0.616,1,0,9,9,17,1,stimuli/blank.png,eitel,l,Bo08fa,2023-08-19_06h42.59.570,openIAT,2023.1.3,MacIntel,58.82352941,
