instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,key_resp.keys,key_resp.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimImage,stimWord,CorrAns,participant,date,expName,psychopyVersion,OS,frameRate,return_tic
0.148979592,-0.368367347,1,0,0,instr_done_button,,0,-0.366326531,-0.297959184,1,0,0,1.505,button_left,1.505,1,0,0,0,18,1,stimuli/blank.png,human,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.386734694,-0.290816327,1,0,0,0.982,button_right,0.982,1,0,1,1,19,1,stimuli/blank.png,lustlos,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.398979592,-0.317346939,1,0,0,0.825,button_left,0.825,1,0,2,2,6,1,stimuli/blank.png,begabt,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.371428571,-0.312244898,1,0,0,0.6,button_left,0.6,1,0,3,3,12,1,stimuli/blank.png,fröhlich,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.409183673,-0.3,1,0,0,0.592,button_left,0.592,1,0,4,4,2,1,stimuli/blank.png,fröhlich,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.332653061,-0.308163265,1,0,0,0.938,button_right,0.938,1,0,5,5,5,1,stimuli/blank.png,träge,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.410204082,-0.287755102,1,0,0,0.606,button_left,0.606,1,0,6,6,14,1,stimuli/blank.png,gerecht,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.390816327,-0.259183673,1,0,0,0.598,button_right,0.598,1,0,7,7,13,1,stimuli/blank.png,verlogen,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.404081633,-0.312244898,1,0,0,0.538,button_left,0.538,0,0,8,8,7,1,stimuli/blank.png,eitel,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.337755102,-0.305102041,1,0,0,0.881,button_right,0.881,1,0,9,9,15,1,stimuli/blank.png,träge,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.395918367,-0.267346939,1,0,0,0.649,button_left,0.649,1,0,10,10,0,1,stimuli/blank.png,aktiv,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.424489796,-0.285714286,1,0,0,0.623,button_left,0.623,1,0,11,11,4,1,stimuli/blank.png,gerecht,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.396938776,-0.282653061,1,0,0,0.676,button_right,0.676,1,0,12,12,9,1,stimuli/blank.png,lustlos,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.390816327,-0.283673469,1,0,0,0.656,button_right,0.656,1,0,13,13,11,1,stimuli/blank.png,brutal,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.409183673,-0.27755102,1,0,0,0.602,button_left,0.602,1,0,14,14,10,1,stimuli/blank.png,aktiv,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.390816327,-0.301020408,1,0,0,0.55,button_right,0.55,1,0,15,15,1,1,stimuli/blank.png,brutal,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.431632653,-0.291836735,1,0,0,0.618,button_left,0.618,1,0,16,16,16,1,stimuli/blank.png,begabt,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.383673469,-0.328571429,1,0,0,0.626,button_right,0.626,1,0,17,17,17,1,stimuli/blank.png,eitel,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.370408163,-0.248979592,1,0,0,1.132,button_left,1.132,1,0,18,18,8,1,stimuli/blank.png,human,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.325510204,-0.274489796,1,0,0,1.025,button_right,1.025,1,0,19,19,3,1,stimuli/blank.png,verlogen,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.352040816,-0.278571429,1,0,0,1.344,button_left,1.344,1,0,0,0,17,1,stimuli/blank.png,eigene,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.353061224,-0.323469388,1,0,0,0.917,button_right,0.917,1,0,1,1,2,1,stimuli/blank.png,ihr,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.373469388,-0.321428571,1,0,0,0.57,button_right,0.57,1,0,2,2,18,1,stimuli/blank.png,eure,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.398979592,-0.331632653,1,0,0,0.751,button_right,0.751,1,0,3,3,12,1,stimuli/blank.png,ihr,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.396938776,-0.325510204,1,0,0,0.525,button_right,0.525,1,0,4,4,0,1,stimuli/blank.png,andere,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.394897959,-0.314285714,1,0,0,0.56,button_right,0.56,1,0,5,5,10,1,stimuli/blank.png,andere,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.364285714,-0.28877551,1,0,0,0.945,button_left,0.945,1,0,6,6,11,1,stimuli/blank.png,ich,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.37244898,-0.271428571,1,0,0,0.573,button_left,0.573,1,0,7,7,15,1,stimuli/blank.png,meine,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.412244898,-0.326530612,1,0,0,0.657,button_right,0.657,1,0,8,8,8,1,stimuli/blank.png,eure,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.401020408,-0.281632653,1,0,0,0.627,button_left,0.627,1,0,9,9,1,1,stimuli/blank.png,ich,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.37244898,-0.285714286,1,0,0,0.643,button_left,0.643,1,0,10,10,3,1,stimuli/blank.png,mir,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.357142857,-0.293877551,1,0,0,0.549,button_left,0.549,1,0,11,11,13,1,stimuli/blank.png,mir,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.395918367,-0.26122449,1,0,0,0.758,button_left,0.758,1,0,12,12,7,1,stimuli/blank.png,eigene,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.359183673,-0.274489796,1,0,0,0.861,button_left,0.861,1,0,13,13,19,1,stimuli/blank.png,selbst,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.370408163,-0.28877551,1,0,0,0.585,button_left,0.585,1,0,14,14,5,1,stimuli/blank.png,meine,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.358163265,-0.305102041,1,0,0,0.542,button_left,0.542,1,0,15,15,9,1,stimuli/blank.png,selbst,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.402040816,-0.330612245,1,0,0,0.586,button_right,0.586,1,0,16,16,16,1,stimuli/blank.png,euch,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.407142857,-0.333673469,1,0,0,0.941,button_right,0.941,1,0,17,17,14,1,stimuli/blank.png,jene,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.370408163,-0.336734694,1,0,0,0.495,button_right,0.495,1,0,18,18,4,1,stimuli/blank.png,jene,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.391836735,-0.328571429,1,0,0,0.601,button_right,0.601,1,0,19,19,6,1,stimuli/blank.png,euch,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.383673469,-0.27244898,1,0,0,0.807,button_left,0.807,1,0,0,0,7,1,stimuli/blank.png,eigene,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.359183673,-0.282653061,1,0,0,0.522,button_left,0.522,1,0,1,1,3,1,stimuli/blank.png,mir,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.433673469,-0.275510204,1,0,0,0.902,button_right,0.902,1,0,2,2,8,1,stimuli/blank.png,eure,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.343877551,-0.334693878,1,0,0,0.55,button_right,0.55,1,0,3,3,0,1,stimuli/blank.png,andere,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.381632653,-0.278571429,1,0,0,0.916,button_left,0.916,1,0,4,4,10,1,stimuli/blank.png,aktiv,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.423469388,-0.266326531,1,0,0,0.641,button_left,0.641,1,0,5,5,16,1,stimuli/blank.png,begabt,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.339795918,-0.291836735,1,0,0,0.65,button_left,0.65,1,0,6,6,1,1,stimuli/blank.png,ich,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.403061224,-0.274489796,1,0,0,0.639,button_right,0.639,1,0,7,7,11,1,stimuli/blank.png,brutal,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.354081633,-0.295918367,1,0,0,0.633,button_left,0.633,1,0,8,8,12,1,stimuli/blank.png,fröhlich,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,-0.362244898,-0.294897959,1,0,0,0.65,button_left,0.65,1,0,9,9,14,1,stimuli/blank.png,gerecht,a,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.37755102,-0.279591837,1,0,0,0.705,button_right,0.705,1,0,10,10,6,1,stimuli/blank.png,euch,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.374489796,-0.328571429,1,0,0,0.741,button_right,0.741,1,0,11,11,17,1,stimuli/blank.png,eitel,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.375510204,-0.289795918,1,0,0,0.719,button_right,0.719,1,0,12,12,15,1,stimuli/blank.png,träge,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.379591837,-0.292857143,1,0,0,0.867,button_right,0.867,1,0,13,13,4,1,stimuli/blank.png,jene,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
,,,,,,,0,0.37755102,-0.278571429,1,0,0,0.557,button_right,0.557,1,0,14,14,2,1,stimuli/blank.png,ihr,l,IG07RL,2023-08-19_11h45.25.766,openIAT,2023.1.3,iPhone,55.55555556,
