"","vpncode","dscore","dscore.odd","dscore.even"
"1","AD09JN",0.74608226405678,0.590317317010099,0.8865392100432
"2","AE08TO",0.790396139629468,1.7563233687136,-0.419388209825658
"3","AG06DE",0.94421609833665,1.27100330805774,0.80894609434507
"4","AG12SE",1.49502395402214,1.66338327591751,1.44235096695975
"5","AN01TO",0.936204627243065,0.720743891175738,1.19507625096919
"6","AN02DE",1.26194688232706,1.75529539014312,1.27523984370467
"7","AN02XX",1.2511937994689,1.58964595829931,0.903843179618755
"8","AN09RO",1.30055107075384,1.20693939778575,1.36504318315873
"9","AN10JR",0.656019092286226,0.947968056156136,0.428651152160609
"10","AT04IA",0.69285925818975,0.325397971337682,1.31096400781894
"11","BA03RG",1.37802368213384,1.46787814542452,1.25520045476805
"12","BO08FA",0.683414277420871,0.789218048460469,0.691625293322238
"13","BT02IG",0.87387203855374,0.246966616479302,1.57193179164602
"14","BT08RL",1.37839928548506,1.11201538783336,1.6241792204585
"15","BT09VL",1.03758532548186,0.853972125638376,1.19765391764213
"16","CA06FI",0.808790752570572,0.540548822243948,1.01432186899993
"17","CR08LR",0.211559113201202,0.0907413606875539,0.627780472710807
"18","CR10TO",0.466946974294823,0.411281481616028,0.576730454155531
"19","DR02RL",0.44140175687058,0.257392757335584,0.599026812182604
"20","DR07EA",1.31402839141894,1.40153725678782,1.3279946717761
"21","DR10AD",1.11058472863808,0.872485799331562,1.49768386294365
"22","DR11KA",0.638843635425172,1.54562700290975,0.304454646971422
"23","EA03AE",0.430379431841351,0.412239637774823,0.42955738038522
"24","EI06AE",0.666183178782935,0.555501571792068,0.895835848122506
"25","EI11CR",0.970263952436149,0.810878014523244,1.10373730691778
"26","EK01GO",0.638913681185866,0.661791919287184,0.99516889354913
"27","FA07OA",1.49827086322351,1.48856241658177,1.51275910891976
"28","FA12CR",0.959281909229725,0.848870353508724,1.04098094502828
"29","FH01FO",0.963303737899121,0.900125866164135,1.06647965331236
"30","GB06JH",1.90768426366163,1.72409749420675,2.09386359523151
"31","GB10TO",1.12351219701043,1.14489289107333,1.0423776262063
"32","HI09HR",0.667666652380111,0.736637891499793,0.544320210558726
"33","IG07RL",1.0507527855322,1.02058362946415,1.05509918643909
"34","JD08AD",0.776361204288184,0.55516618014757,1.34037272245228
"35","KR01DS",0.0566790241934761,-0.176197453207191,0.387452285163732
"36","KR09AE",0.479742447540582,0.61203313061044,0.330388002160589
"37","KT04MT",1.14938001431551,1.13638511696368,1.14591227961835
"38","KT12SE",0.634781011482374,1.20889539529555,0.39188703447857
"39","LD11VK",1.3027327370708,1.39265287336461,1.29076182743452
"40","LN07AD",1.73874542175707,1.57975293423851,1.85214411834961
"41","MC11DT",0.868469176876837,0.618506420419907,1.06953370329455
"42","ML07SE",1.22122407829825,1.2967739090719,1.2431756452674
"43","MR01DM",1.28702048367277,1.43912921470368,1.1287780453088
"44","MR03TO",1.02418830104879,1.46712762414063,0.942810694531869
"45","MR06WL",1.14105563622366,1.37414729435632,0.939984151788498
"46","NN01SS",1.30512034809169,1.41239655193898,1.2476977984586
"47","NT09TO",0.725594258765354,0.79635127633635,0.967233340102531
"48","OG01SR",0.401594084341732,0.390534880733541,0.410588432647842
"49","PT09MS",0.1092751655076,0.206995981554888,-0.00493950807459887
"50","RF04PT",2.1486846083683,2.54308420263453,1.7278943221232
"51","RT12RL",-0.0935070810343397,0.12079826638451,-0.287824710866885
"52","RZ12JN",0.76146831108574,1.0500201565649,0.539039988532891
"53","SE01EI",1.61288322774823,1.2287209340348,2.12454126958605
"54","SE04TO",0.833425515293071,0.540153125570103,1.50777493037345
"55","SE06HL",1.40559952934403,1.21643354319307,1.55026514176477
"56","SF06IM",0.489083728783021,0.228252251666286,0.822310049847445
"57","SL06GR",1.31936859414351,1.2476828577951,1.46722050253488
"58","SL09MC",0.449116443406954,0.678948115761898,0.0273451793445118
"59","SM02RU",0.0552061709185342,0.485141118857944,-0.137127045385362
"60","SN02VL",1.09814352485654,1.12604726035859,1.08820282089428
"61","SN07SR",1.29298171046785,1.08204595293837,1.47529847163974
"62","SS12DR",0.680755348811974,0.457910863319236,0.928065199674947
"63","SS12GA",0.153292491911706,0.31086603627545,0.0121616298508727
"64","TN10PS",0.879733216247534,-0.0265703599203445,2.03552925265854
"65","UA12TO",0.456855715100344,0.21338279143552,0.679449815998454
"66","UE05TO",1.07290279121522,1.11819457495476,1.02362015133558
"67","UE06UR",1.06712071331413,1.19480920252233,0.89979589387937
"68","YO06RL",0.41583762678579,0.598752058451927,0.292460596881587
"69","SN01WL",-0.670477348139474,-0.237469035030835,-0.944798601461595
"70","UR07RL",0.748332078233541,0.655358851285287,0.950950801050031
"71","UR05RL",0.794639583019197,1.08687809868381,0.470673748119578
"72","HL03PT",0.998268518495492,0.956516860464604,1.05921810969227
"73","AE03TO",0.968328364916856,1.12626130333887,0.802298782123742
"74","SS09JH",0.15693254037569,-0.101265530538214,0.510594987433138
"75","JN06AM",1.6980513114408,1.69535062692616,1.65964034793719
"76","HI05MR",1.59148644112112,2.00531646176638,1.18822557506111
"77","OA03VL",0.955862792196541,0.986576702806165,0.948407873777627
"78","JS08VC",1.32829441102805,1.42325722145011,1.28306627140677
"79","JD01HR",0.95151506550139,1.28314986731106,0.560045550011656
"80","IS02AE",1.4071290089766,1.61975284224629,1.59795158461223
"81","RG08MR",0.527908000194634,0.792421196175442,0.167853413130585
"82","AD09DR",1.05833617092173,0.922365367176693,1.16650251896779
"83","SS05HR",-0.0783321696598392,-0.118949324541446,-0.0311713413473115
"84","NE01TH",1.05993271203174,0.541127439575333,1.52995348629374
"85","JH12MR",1.81516690624953,2.46964423582231,1.44327292394918
"86","AN07DR",-0.0911832219576128,-0.594145378187851,0.327855723627133
"87","UR12TR",1.52006562916887,1.29139397877165,1.74123874983604
"88","HL20VK",0.215250575603929,0.384648294487651,0.0690315606134233
"89","LC09FN",1.36179378483612,1.35867410669527,1.3443831686481
"90","RO12MA",0.422297489348189,-0.122706669622081,1.58171429220819
"91","IN08OE",1.2368289607199,1.50810796182344,1.08870645343312
"92","PG11WL",1.47821231717961,1.63540765462232,1.3004879569948
"93","DN12MS",1.89729340541078,1.88044419509117,2.14823411573669
"94","KR12RL",0.240701635184361,0.386212007910817,0.0556677304010737
"95","SM11RC",1.19112355755412,1.08910317187902,1.47599621867093
"96","GL09IM",1.07541178679725,0.842951439280192,1.19987968667805
"97","BI11WL",1.2375333656702,1.32788572176209,1.16554157304059
"98","SB08DM",0.804378280204298,0.629280454185878,1.02611671751948
"99","HL04MR",0.827360166280815,1.48638581605103,0.843642564460726
"100","JN06MR",1.38146260711447,1.3824665854214,1.34253202931785
"101","SL07PT",0.980124085373632,0.595096995782835,1.30613704050979
"102","BR02HR",1.0947751028524,1.07373171157494,1.09645287827075
"103","AJ04SE",0.062898129977858,0.028453896864172,0.133959075497985
"104","HI01IG",1.33366355828232,1.33642056595904,1.34344905904895
"105","KT12EI",0.880710360124617,0.477802959952219,1.112999014486
"106","KT07HN",0.697548342625646,0.473982930271537,1.08263371717959
"107","MR02OI",1.17233591786694,1.11637357829815,1.23164016205637
"108","AI02RB",1.67208774760982,1.68442394928686,1.79680016734275
"109","DR09FA",0.36985532606659,0.527562600900773,0.209950618149367
"110","SS09MR",0.673729370173753,0.484798448414125,1.02316716331353
"111","AJ10AK",0.980664045778609,0.65591746172116,1.27334956280236
"112","BI10DE",1.67579271993416,1.82955708415165,1.58070599686303
"113","NT02CR",0.900006200737923,0.937956972073231,0.999116974497703
"114","AE05TB",1.04697180621974,0.981367089225652,1.3497591701099
"115","AD06VL",1.14928416586104,0.302470546448249,2.03049844311551
"116","MC10TO",-0.41250967794658,-0.478393017293911,-0.350229572383379
"117","MR10JR",0.529263442853915,0.339938928608093,0.947930804432773
"118","EK06BR",0.478027426135381,-0.154044764880367,1.03212687321115
"119","MR07TO",0.981450301481497,0.842380867983894,1.12100548697503
"120","FT05SY",0.636694148501681,0.422120593077406,1.55893833239576
"121","MOZ08S",0.636827844817958,0.728421698819738,0.762286342042915
"122","SE01DT",0.770257564796801,1.23956375568004,0.657090379601124
"123","CR07HL",0.884112803395462,0.773141998414784,0.980664727850348
"124","KR01WR",0.407458941270939,0.829811612878588,0.163980147312794
