"id","rses_1","rses_2","rses_3","rses_4","socSit","socInt","excl","rses_total","compliance","duration"
"AJ10TO",5.80769230769231,5.83333333333333,2.06410256410256,2.20512820512821,85.8333333333333,68.0641025641026,5.78205128205128,3.9775641025641,0.795918367346939,14
"AJ11OA",6.40277777777778,6.88888888888889,1.26388888888889,1.5,36.5416666666667,24.8055555555556,4.63888888888889,4.01388888888889,0.73469387755102,14
"AK04WL",4.4639175257732,4.70103092783505,3.44329896907217,3.28865979381443,89.1237113402062,71.7113402061856,5.14432989690722,3.97422680412371,0.866071428571429,16
"AN01GR",6.05263157894737,6.36842105263158,1.73684210526316,1.94736842105263,36.0526315789474,24.8947368421053,4.78947368421053,4.02631578947368,0.301587301587302,9
"AN01TO",5.52380952380952,6.02380952380952,1.97619047619048,2.35714285714286,46.2261904761905,42.7738095238095,4.98809523809524,3.9702380952381,0.857142857142857,14
"AN02DE",5.9,6.76666666666667,1.26666666666667,2.08333333333333,66.35,49.3666666666667,5.98333333333333,4.00416666666667,0.476190476190476,18
"AN02XX",5.01075268817204,7,1,2.36559139784946,24.9569892473118,25.6989247311828,4.09677419354839,3.84408602150538,0.781512605042017,17
"AN03OT",4.56626506024096,5.44578313253012,2.4578313253012,3.2289156626506,59.289156626506,35.6746987951807,4.3855421686747,3.92469879518072,0.846938775510204,14
"AN07DR",4.93333333333333,4.96666666666667,2.66666666666667,2.93333333333333,85.3333333333333,75,5.5,3.875,0.306122448979592,14
"AN09RO",4.63095238095238,4.85714285714286,3.07142857142857,3.32142857142857,95.0119047619048,49.7142857142857,4.38095238095238,3.9702380952381,0.8,15
"AN10JR",5.06451612903226,5,2.90322580645161,2.87096774193548,59.7903225806452,53.5322580645161,5.17741935483871,3.95967741935484,0.442857142857143,20
"AN11HI",6.25714285714286,6.98571428571429,1.01428571428571,1.82857142857143,42.6428571428571,40.9142857142857,5.21428571428571,4.02142857142857,0.333333333333333,30
"AS05MH",6.63636363636364,6.36363636363636,1.81818181818182,1.36363636363636,23.4545454545455,24.1818181818182,4.27272727272727,4.04545454545455,0.0982142857142857,16
"AT04IA",2.12987012987013,1.98701298701299,5.93506493506494,5.92207792207792,84.5974025974026,57.961038961039,5.20779220779221,3.99350649350649,0.785714285714286,14
"AT09OI",6.9,6.7,1.35,1.15,94.65,96.35,6.45,4.025,0.178571428571429,16
"BA01MC",5.29885057471264,6.98850574712644,1.01149425287356,2.74712643678161,68.9885057471264,38.5747126436782,5.4367816091954,4.01149425287356,0.887755102040816,14
"BA03RG",5.4367816091954,5.58620689655172,2.37931034482759,2.45977011494253,52.9310344827586,35.2988505747126,4.98850574712644,3.96551724137931,0.887755102040816,14
"BA08AD",5.67368421052632,6.98947368421053,1,2.32631578947368,86.4,74.6736842105263,6.41052631578947,3.99736842105263,0.904761904761905,15
"BB11JH",6.57142857142857,6.78571428571429,1.07142857142857,1.30952380952381,59.3333333333333,23.7142857142857,6.30952380952381,3.93452380952381,0.428571428571429,14
"BH04FY",4.28205128205128,4.71794871794872,3.2051282051282,3.61538461538462,48.6410256410256,21.1282051282051,4.12820512820513,3.9551282051282,0.371428571428571,15
"BI10DE",5.91011235955056,6.82022471910112,1.15730337078652,2.20224719101124,87.0786516853933,54.0112359550562,5.32584269662921,4.02247191011236,0.908163265306122,14
"BI11WL",5.6,6.74736842105263,1.23157894736842,2.67368421052632,77.0842105263158,50.0631578947368,5.45263157894737,4.06315789473684,0.969387755102041,14
"BO08FA",6.87058823529412,6.91764705882353,1.03529411764706,1.07058823529412,89.1411764705882,58.3176470588235,6.44705882352941,3.97352941176471,0.758928571428571,16
"BR02HR",5.09859154929577,6.57746478873239,1.6056338028169,2.95774647887324,56.1830985915493,50.0281690140845,5.19718309859155,4.05985915492958,0.724489795918367,14
"BR12TO",6.11688311688312,6.09090909090909,1.83116883116883,2.05194805194805,66.1168831168831,55.3246753246753,5.32467532467532,4.02272727272727,0.785714285714286,14
"BR29WL",4.2741935483871,4.48387096774194,3.20967741935484,3.82258064516129,79.9354838709677,46.6290322580645,4.79032258064516,3.94758064516129,0.442857142857143,20
"BT02IG",6.01388888888889,6.65277777777778,1.30555555555556,2,38.2083333333333,35.5972222222222,5.5,3.99305555555556,0.73469387755102,14
"BT08EW",6.29213483146067,6.60674157303371,1.37078651685393,1.9438202247191,53.9887640449438,27.1348314606742,5.66292134831461,4.05337078651685,0.908163265306122,14
"BT08RL",4.97183098591549,5.35211267605634,2.32394366197183,2.88732394366197,67.2816901408451,39.4929577464789,5.14084507042254,3.88380281690141,0.724489795918367,14
"BT09VL",6.76086956521739,6.96739130434783,1.01086956521739,1.07608695652174,40.3260869565217,26.9782608695652,5.34782608695652,3.95380434782609,0.938775510204082,14
"CA02MR",6.78947368421053,6.93684210526316,1.06315789473684,1.32631578947368,84.3578947368421,76.0526315789474,6.47368421052632,4.02894736842105,0.753968253968254,18
"CA06FI",3.66265060240964,4.07228915662651,3.79518072289157,4.01204819277108,78.2048192771084,51.1807228915663,5.65060240963855,3.8855421686747,0.846938775510204,14
"CA89AE",2.5,4.5,3.5,5,62.5,65,4.5,3.875,0.285714285714286,1
"CN10MC",3.7012987012987,5.72727272727273,1.11688311688312,3.8051948051948,50.948051948052,32.5974025974026,5.62337662337662,3.58766233766234,0.785714285714286,14
"CR04EW",3.64444444444444,3.82222222222222,4.12222222222222,4.64444444444444,63.2444444444444,40.8222222222222,5.9,4.05833333333333,0.918367346938776,14
"CR05GI",3.92523364485981,4.23364485981308,3.34579439252336,4.4392523364486,82.4392523364486,64.7570093457944,5.85981308411215,3.98598130841121,0.849206349206349,18
"CR07HL",4.93877551020408,4.91836734693878,2.89795918367347,3.28571428571429,68.5102040816327,49.3673469387755,4.83673469387755,4.01020408163265,0.5,14
"CR08LR",5.61728395061728,6.23456790123457,1.79012345679012,2.77777777777778,45.9259259259259,41.8395061728395,4.37037037037037,4.10493827160494,0.826530612244898,14
"CR09SE",6.8135593220339,6.82203389830508,1.16949152542373,1.27118644067797,58.3050847457627,51.7203389830508,6.67796610169492,4.01906779661017,0.936507936507937,18
"CR10BR",6,6.23076923076923,1.38461538461538,2.23076923076923,56.8846153846154,53.5384615384615,4.84615384615385,3.96153846153846,0.742857142857143,5
"CR10TO",4.70967741935484,4.67741935483871,3.01075268817204,3.27956989247312,32.2150537634409,27.0752688172043,4.60215053763441,3.91935483870968,0.948979591836735,14
"DN01SE",5.59302325581395,6,1.8953488372093,2.7093023255814,57.2093023255814,29.1976744186047,5.05813953488372,4.04941860465116,0.877551020408163,14
"DN09BR",4.50649350649351,4.4025974025974,3.66233766233766,3.75324675324675,51.1818181818182,49.3636363636364,4.85714285714286,4.08116883116883,0.785714285714286,14
"DN12MS",5.42105263157895,4.67368421052632,3.13684210526316,2.68421052631579,70.4315789473684,70.2736842105263,5.53684210526316,3.97894736842105,0.969387755102041,14
"DN12TO",6.37373737373737,6.95959595959596,1,1.78787878787879,72.2525252525252,50.8989898989899,5.7979797979798,4.03030303030303,0.942857142857143,15
"DR01CR",4.6,6.38571428571429,1.58571428571429,3.5,41.0285714285714,23.1428571428571,4.17142857142857,4.01785714285714,0.666666666666667,15
"DR02RL",4.49019607843137,6.62745098039216,1.25490196078431,3.76470588235294,95.6862745098039,52.3725490196078,5.35294117647059,4.0343137254902,0.520408163265306,14
"DR07EA",5.23655913978495,6.20430107526882,1.81720430107527,2.56989247311828,18.4516129032258,13.258064516129,4.55913978494624,3.95698924731183,0.948979591836735,14
"DR09FA",6.05376344086022,6.97849462365591,1.01075268817204,1.93548387096774,39.9677419354839,32.3548387096774,5.97849462365591,3.99462365591398,0.948979591836735,14
"DR10AD",4.77894736842105,4.8,3.38947368421053,3.26315789473684,65.1157894736842,59.1894736842105,5.55789473684211,4.05789473684211,0.969387755102041,14
"DR11KA",5.93150684931507,6.58904109589041,1.34246575342466,2.10958904109589,47.1917808219178,42.4931506849315,5.19178082191781,3.99315068493151,0.651785714285714,16
"EA03AE",6.03947368421053,6.97368421052632,1.18421052631579,2.13157894736842,68.4473684210526,53.1447368421053,4.6578947368421,4.08223684210526,0.775510204081633,14
"EA07RM",5.78260869565217,5.56521739130435,2.39130434782609,2.43478260869565,69.4347826086957,68.7826086956522,5.17391304347826,4.04347826086957,0.547619047619048,6
"EI06AE",6,7,1,2.5,57.5,55,5.5,4.125,0.0571428571428572,5
"EI11CR",4.2962962962963,5.04938271604938,2.58024691358025,4.16049382716049,88.3456790123457,80.9135802469136,6.40740740740741,4.0216049382716,0.771428571428571,15
"EK01GO",5.67567567567568,6.14864864864865,1.77027027027027,2.24324324324324,73.6081081081081,43.8108108108108,5.35135135135135,3.95945945945946,0.621848739495798,17
"EK06BR",3.97727272727273,4.45454545454545,3.40909090909091,3.90909090909091,54.6590909090909,41.7045454545455,4.23863636363636,3.9375,0.897959183673469,14
"EK12AI",5.85416666666667,6.20833333333333,1.76041666666667,2.02083333333333,55.0208333333333,54.3020833333333,5.71875,3.9609375,0.979591836734694,14
"FA07OA",6.93258426966292,7,1.06741573033708,1.0561797752809,87.4943820224719,70.8988764044944,6.66292134831461,4.01404494382022,0.908163265306122,14
"FA12CR",5.91044776119403,6.98507462686567,1,2.07462686567164,44.1492537313433,41.4029850746269,5.86567164179105,3.99253731343284,0.683673469387755,14
"FH01FO",3.60344827586207,4.36206896551724,3.93103448275862,3.74137931034483,31.5344827586207,20.2586206896552,3.79310344827586,3.90948275862069,0.591836734693878,14
"FT05SY",5,5.14084507042254,2.71830985915493,2.87323943661972,76.5633802816901,67.6760563380282,4.94366197183099,3.9330985915493,0.724489795918367,14
"GB06JH",5.9438202247191,6.9438202247191,1,2.20224719101124,61.3258426966292,52.876404494382,5.7191011235955,4.02247191011236,0.908163265306122,14
"GB10TO",6.41860465116279,6.66279069767442,1.44186046511628,1.6046511627907,62.7093023255814,39.4418604651163,6.52325581395349,4.03197674418605,0.877551020408163,14
"GD10MN",4.73333333333333,4.46666666666667,3.73333333333333,3.26666666666667,74.2,36.6666666666667,3.86666666666667,4.05,0.535714285714286,4
"GL07NB",5.3763440860215,5.6989247311828,2.19354838709677,2.53763440860215,60.2903225806452,33.7096774193548,4.80645161290323,3.95161290322581,0.948979591836735,14
"GL09IM",5.7037037037037,6.40740740740741,1.59259259259259,2.51851851851852,79.2098765432099,59.0864197530864,5.19753086419753,4.05555555555556,0.826530612244898,14
"GL09MH",6.76595744680851,6.92553191489362,1.23404255319149,2.34042553191489,69.7127659574468,66.4148936170213,5.4468085106383,4.31648936170213,0.895238095238095,15
"GL10GN",5.68085106382979,6.76595744680851,1.04255319148936,2.53191489361702,71.6595744680851,52.2765957446809,4.80851063829787,4.00531914893617,0.839285714285714,8
"HI01IG",6.55208333333333,6.94791666666667,1.05208333333333,1.58333333333333,58.3333333333333,43.5520833333333,5.61458333333333,4.03385416666667,0.979591836734694,14
"HI05MR",4.91666666666667,4.88888888888889,2.82407407407407,3.21296296296296,79.3333333333333,74.8703703703704,5.11111111111111,3.96064814814815,0.907563025210084,17
"HI06CR",5.70588235294118,6.44705882352941,1.11764705882353,2.27058823529412,52.8941176470588,32.2470588235294,5.17647058823529,3.88529411764706,0.86734693877551,14
"HI06RB",4.71621621621622,4.41891891891892,3.5,3.0945945945946,24.027027027027,22.9864864864865,4,3.93243243243243,0.755102040816326,14
"HI09HR",4.7,4.13333333333333,3.7,3.96666666666667,49,49.8,4.56666666666667,4.125,0.306122448979592,14
"HI11BR",6.47826086956522,6.57971014492754,1.15942028985507,1.55072463768116,84.4927536231884,39.1594202898551,5.36231884057971,3.94202898550725,0.758241758241758,13
"HL03PT",5.5375,6.3,1.575,2.4875,54.825,81.5125,5.55,3.975,0.816326530612245,14
"HL04MR",5.91044776119403,6.19402985074627,1.83582089552239,2.3134328358209,73.6119402985075,59.0746268656716,6.11940298507463,4.0634328358209,0.683673469387755,14
"HL08RL",4.5,4.90625,2.4375,3.91666666666667,70.7708333333333,40.5,4.4375,3.94010416666667,0.979591836734694,14
"HL20VK",6.4,6.27692307692308,1.93846153846154,1.81538461538462,81.0923076923077,80.9076923076923,5.86153846153846,4.10769230769231,0.663265306122449,14
"HM06MH",4.50980392156863,4.43137254901961,3.33333333333333,3.52941176470588,38.4901960784314,35,3.58823529411765,3.95098039215686,0.56043956043956,13
"HN05YS",5.67692307692308,6.43076923076923,1.61538461538462,2.75384615384615,28.2615384615385,23.9384615384615,3.72307692307692,4.11923076923077,0.663265306122449,14
"HN06KN",7,6.81818181818182,1,1,74.6969696969697,77.3030303030303,6.42424242424242,3.95454545454545,0.336734693877551,14
"IE07MR",5,5.75,2.0625,2.5625,67.1875,56.0625,5.3125,3.84375,0.285714285714286,8
"IG03RM",6.42465753424658,6.6027397260274,1.34246575342466,1.57534246575342,29.972602739726,33.4246575342466,5.58904109589041,3.98630136986301,0.744897959183674,14
"IG07RL",4.38095238095238,4.95238095238095,2.95238095238095,3.83333333333333,36.6190476190476,27.7142857142857,4.5,4.0297619047619,0.375,16
"II08ER",3.66379310344828,4.71551724137931,3.1551724137931,4.36206896551724,26.2844827586207,25.3879310344828,4.43965517241379,3.97413793103448,0.613756613756614,27
"II09MR",3.81818181818182,4.13636363636364,3.88636363636364,3.97727272727273,62.1818181818182,44.4090909090909,5.5,3.95454545454545,0.369747899159664,17
"IN08OE",6.57142857142857,6.83333333333333,1.20238095238095,1.44047619047619,48.4404761904762,21.4285714285714,5.54761904761905,4.01190476190476,0.857142857142857,14
"IS02AE",5.79347826086957,6.94565217391304,1.01086956521739,2.17391304347826,38.9130434782609,39.3478260869565,5.05434782608696,3.98097826086957,0.938775510204082,14
"JD01HR",5.0952380952381,5.58333333333333,2.41666666666667,2.72619047619048,75.5714285714286,64.4166666666667,5.1547619047619,3.95535714285714,0.857142857142857,14
"JD08AD",6.75,6.83695652173913,1.09782608695652,1.34782608695652,90.0652173913043,90.0760869565217,6.64130434782609,4.00815217391304,0.938775510204082,14
"JH01MR",5,2.25,4.5,4.75,61.25,45.25,5,4.125,0.571428571428571,1
"JH03CR",6.03703703703704,6.85185185185185,1.40740740740741,1.96296296296296,70.9259259259259,59.7037037037037,5.62962962962963,4.06481481481481,0.771428571428571,5
"JH12MR",4.74324324324324,6.25675675675676,1.68918918918919,3.7027027027027,23.7567567567568,24.5135135135135,4.56756756756757,4.09797297297297,0.755102040816326,14
"JI01KR",6.20338983050847,6.69491525423729,1.27118644067797,1.88135593220339,27.2203389830508,27.135593220339,5.74576271186441,4.01271186440678,0.168571428571429,50
"JN06AM",6.1875,7,1,1.79166666666667,85.1145833333333,84.5625,6.11458333333333,3.99479166666667,0.857142857142857,16
"JN06MR",6.64583333333333,6.875,1.42708333333333,1.90625,62.0208333333333,42.3125,5.625,4.21354166666667,0.914285714285714,15
"JN10RL",5,5,2,2,100,100,7,3.5,0.142857142857143,1
"JN12NE",5.84313725490196,6.35294117647059,1.64705882352941,2.01960784313725,75,65.9803921568627,5.86274509803922,3.9656862745098,0.520408163265306,14
"JS05KR",5.42528735632184,6.39080459770115,1.63218390804598,2.31034482758621,56.9310344827586,39.5057471264368,5.52873563218391,3.93965517241379,0.828571428571429,15
"JS08VC",5.23076923076923,6.42307692307692,1.32692307692308,2.80769230769231,55.0961538461538,56.4615384615385,4.96153846153846,3.94711538461538,0.530612244897959,14
"KR01DS",4.80246913580247,4.88888888888889,3.04938271604938,3.22222222222222,67.5061728395062,61.4691358024691,4.90123456790123,3.99074074074074,0.771428571428571,15
"KR01WR",5.03703703703704,5.7962962962963,2.27777777777778,3.12962962962963,54.1111111111111,46.537037037037,5.01851851851852,4.06018518518519,0.551020408163265,14
"KR04SB",5.61538461538461,6.82967032967033,1.0989010989011,2.29120879120879,57.0164835164835,43.3351648351648,6.1043956043956,3.95879120879121,0.604651162790698,43
"KR08EI",5.45762711864407,5.6271186440678,2.35593220338983,2.67796610169492,21.4067796610169,28.6271186440678,5.96610169491525,4.02966101694915,0.602040816326531,14
"KR09AE",5.69318181818182,6.10227272727273,1.81818181818182,2.27272727272727,31.8409090909091,25.6704545454545,5.05681818181818,3.97159090909091,0.897959183673469,14
"KR09AF",6.5929203539823,6.95575221238938,1.07964601769911,1.43362831858407,75.5840707964602,63.1061946902655,6,4.01548672566372,0.896825396825397,18
"KR09SE",4.88461538461539,5.11538461538461,2.92307692307692,2.92307692307692,33.3846153846154,31.6538461538462,4.5,3.96153846153846,0.26530612244898,14
"KR12RL",5.48958333333333,6.61458333333333,1.32291666666667,2.29166666666667,83.15625,62.4270833333333,5.46875,3.9296875,0.979591836734694,14
"KT04MT",5.98019801980198,6.97029702970297,1,1.94059405940594,45.4356435643564,32.1188118811881,5.37623762376238,3.97277227722772,0.961904761904762,15
"KT07HN",6.60416666666667,6.92708333333333,1.03125,1.33333333333333,73,55.625,6.82291666666667,3.97395833333333,0.979591836734694,14
"KT12EI",5.27659574468085,6.03191489361702,1.87234042553191,2.65957446808511,64.8936170212766,63.1702127659574,5.24468085106383,3.96010638297872,0.959183673469388,14
"KT12NR",3.6,5.5,2.2,4.3,75.7,67.3,5.2,3.9,0.142857142857143,10
"KT12SE",4.40860215053763,6.01075268817204,2.3010752688172,3.55913978494624,72.9139784946236,43.5591397849462,4.8494623655914,4.06989247311828,0.948979591836735,14
"LC09FN",4.65873015873016,6.88888888888889,1.03174603174603,3.85714285714286,36.3253968253968,25.9206349206349,4.57936507936508,4.10912698412698,0.947368421052632,19
"LD01AD",3.77272727272727,5.16666666666667,2.77272727272727,4.16666666666667,15.9090909090909,39,5,3.96969696969697,0.428571428571429,22
"LD11VK",7,7,1,1,42.5384615384615,40.6538461538462,6.57692307692308,4,0.795918367346939,14
"LL08PT",6,6.92307692307692,1.03846153846154,1.88461538461538,56.3846153846154,49.0384615384615,5.46153846153846,3.96153846153846,0.26530612244898,14
"LN07AD",5.60240963855422,6.51807228915663,1.07228915662651,2.3855421686747,62.0361445783133,48.9397590361446,5.12048192771084,3.89457831325301,0.846938775510204,14
"MC10TO",4.07865168539326,5.20224719101124,2.57303370786517,3.52808988764045,44.6741573033708,47.0112359550562,4.76404494382022,3.84550561797753,0.908163265306122,14
"MC11DT",5.28181818181818,6.88181818181818,1.13636363636364,2.6,56.6181818181818,55.9363636363636,5.03636363636364,3.975,0.92436974789916,17
"MH03GZ",4.95454545454545,6.25,1.70454545454545,3.02272727272727,29.8863636363636,26.2727272727273,4.27272727272727,3.98295454545455,0.448979591836735,14
"ML07SE",5.04054054054054,6.63513513513514,1.25675675675676,3.41891891891892,54.1081081081081,26.027027027027,5.0945945945946,4.08783783783784,0.755102040816326,14
"ML08LR",4.52941176470588,5.29411764705882,2.70588235294118,3.11764705882353,52.8235294117647,24.0588235294118,4.82352941176471,3.91176470588235,0.173469387755102,14
"MN04DR",4,3.57142857142857,4.14285714285714,4.71428571428571,31.2857142857143,24.4285714285714,3.71428571428571,4.10714285714286,0.166666666666667,6
"MN06CA",5.01136363636364,6.89772727272727,1.10227272727273,3.22727272727273,44.9204545454545,34.9431818181818,4.57954545454545,4.05965909090909,0.897959183673469,14
"MN09JA",3.42352941176471,4.18823529411765,3.77647058823529,4.75294117647059,70.0235294117647,50.2588235294118,3.72941176470588,4.03529411764706,0.86734693877551,14
"MN11TR",4.75,5.14285714285714,3.14285714285714,3.54761904761905,41.5595238095238,26.797619047619,5.04761904761905,4.14583333333333,0.857142857142857,14
"MOZ08S",4.24691358024691,5.58024691358025,2.24691358024691,3.59259259259259,71.8395061728395,55.1234567901235,4.5679012345679,3.91666666666667,0.826530612244898,14
"MR01DM",6.64935064935065,6.8961038961039,1.16883116883117,1.31168831168831,69.5454545454545,46.8831168831169,4.28571428571429,4.00649350649351,0.785714285714286,14
"MR01SE",4,5.02083333333333,2.75,4.23958333333333,59.75,50.53125,4.79166666666667,4.00260416666667,0.914285714285714,15
"MR02OI",6.45945945945946,6.7027027027027,1.06756756756757,1.52702702702703,52.1621621621622,23.2567567567568,5.18918918918919,3.93918918918919,0.755102040816326,14
"MR03TO",4.48214285714286,6.35714285714286,1.33928571428571,3.03571428571429,29.4642857142857,22.5,4.875,3.80357142857143,0.5,16
"MR06WL",5.16666666666667,5.91666666666667,1.92857142857143,2.77380952380952,34.7261904761905,23.8095238095238,4.08333333333333,3.94642857142857,0.857142857142857,14
"MR07TO",6.23863636363636,6.68181818181818,1.375,1.93181818181818,75.5,41.3295454545455,5.32954545454545,4.05681818181818,0.785714285714286,16
"MR09RB",5.71590909090909,5.69318181818182,2.03409090909091,2.42045454545455,62.4204545454545,53.2840909090909,5.56818181818182,3.96590909090909,0.785714285714286,16
"MR10JR",6.07142857142857,7,1,1.9047619047619,85.8690476190476,47.8214285714286,5.53571428571429,3.99404761904762,0.857142857142857,14
"MR11HI",5.0752688172043,5.38709677419355,2.46236559139785,2.86021505376344,68.4301075268817,51.4731182795699,6.04301075268817,3.94623655913978,0.781512605042017,17
"ND04AD",5.87234042553191,6.57446808510638,1.42553191489362,1.93617021276596,77.0851063829787,67.0851063829787,5.36170212765957,3.95212765957447,0.447619047619048,15
"NE01TH",5.08510638297872,6.97872340425532,1.06382978723404,2.97872340425532,96.4148936170213,50.4042553191489,4.45744680851064,4.02659574468085,0.959183673469388,14
"NN01SS",6.32786885245902,6.9672131147541,1.01639344262295,1.60655737704918,77.4262295081967,64.3770491803279,5.63934426229508,3.97950819672131,0.622448979591837,14
"NN08SE",6.84375,6.64583333333333,1.34375,1.26041666666667,77.75,77.4375,6.30208333333333,4.0234375,0.857142857142857,16
"NT02CR",5.32467532467532,5.63636363636364,2.27272727272727,2.84415584415584,48,38.2077922077922,5.07792207792208,4.01948051948052,0.785714285714286,14
"NT06RM",3.38775510204082,3.77551020408163,4.14285714285714,4.83673469387755,55.1020408163265,30.3265306122449,4.24489795918367,4.03571428571429,0.636363636363636,11
"NT09TO",3.89156626506024,6.44578313253012,1.24096385542169,4.36144578313253,47.3734939759036,42.0843373493976,4.33734939759036,3.98493975903614,0.846938775510204,14
"OA03VL",5.05747126436782,5.79310344827586,1.79310344827586,2.90804597701149,63.6206896551724,51.2068965517241,6.01149425287356,3.88793103448276,0.887755102040816,14
"OG01SR",6.97849462365591,6.75268817204301,1.29032258064516,1.02150537634409,84.9032258064516,58.6344086021505,6.91397849462366,4.01075268817204,0.948979591836735,14
"PG11WL",4.15294117647059,4.83529411764706,2.68235294117647,3.89411764705882,57.0823529411765,22.0823529411765,4.34117647058823,3.89117647058824,0.86734693877551,14
"PT01KU",5.7887323943662,5.92957746478873,2.07042253521127,2.15492957746479,88.2112676056338,79.9295774647887,5.83098591549296,3.98591549295775,0.676190476190476,15
"PT02RC",6.2,6.4125,1.6875,1.8,80.8,71.2125,6.825,4.025,0.816326530612245,14
"PT09MS",4.16129032258065,4.21505376344086,3.76344086021505,3.89247311827957,59.3763440860215,45.8387096774194,4.97849462365591,4.00806451612903,0.781512605042017,17
"RF04PT",5.2906976744186,6.95348837209302,1,2.73255813953488,57.7441860465116,54.7325581395349,4.75581395348837,3.99418604651163,0.877551020408163,14
"RG05BC",4.02380952380952,4.21428571428571,3.61904761904762,3.76190476190476,68.6666666666667,43.9285714285714,4.0952380952381,3.9047619047619,0.428571428571429,14
"RG08MR",5.09677419354839,5.47311827956989,2,2.88172043010753,73.3978494623656,51.6344086021505,4.80645161290323,3.86290322580645,0.948979591836735,14
"RG12CR",5.21111111111111,7,1,2.76666666666667,38.1,23.1777777777778,5.04444444444444,3.99444444444444,0.918367346938776,14
"RO12MA",4.70588235294118,6.23529411764706,1.75294117647059,3.64705882352941,95.5176470588235,60.8470588235294,4.27058823529412,4.08529411764706,0.86734693877551,14
"RT11AM",5.93939393939394,5.84848484848485,1.66666666666667,1.89393939393939,28.5454545454545,26.2424242424242,5.10606060606061,3.83712121212121,0.589285714285714,16
"RT12RL",5.18,6.54,1.2,2.96,70.06,61.66,6.26,3.97,0.476190476190476,15
"RU04PT",2.76923076923077,4.46153846153846,3.82417582417582,5.62637362637363,31.4945054945055,39.5274725274725,2.98901098901099,4.17032967032967,0.928571428571429,14
"RZ12JN",6.609375,6.5625,1.40625,1.3125,71.734375,70.421875,5.75,3.97265625,0.653061224489796,14
"SB01MC",3.890625,4.15625,3.828125,4.0625,55.90625,49.5625,4.046875,3.984375,0.53781512605042,17
"SB02CR",4.02857142857143,4.07142857142857,4.01428571428571,4.1,67.1714285714286,52.6857142857143,4.92857142857143,4.05357142857143,0.666666666666667,15
"SB08DM",2.22222222222222,5.74603174603175,2.17460317460317,5.9047619047619,66.1428571428571,52.4920634920635,5.07936507936508,4.01190476190476,0.642857142857143,14
