"id","date","dayCounter","rses_1","rses_2","rses_3","rses_4","socSit","socInt","excl","rses_totalMean","rses_1sd","rses_2sd","rses_3sd","rses_4sd","socSitSd","socIntSd","exclSd","rses_totalSd","compliance"
"MR01DM",2023-07-15,1,6.5,6.66666666666667,1.33333333333333,1.33333333333333,66,43.6666666666667,4.5,3.95833333333333,0.547722557505166,0.516397779494322,0.516397779494322,0.516397779494322,40.6693988153255,34.8233638045877,0.547722557505166,0.18819316317727,0.857142857142857
"MR01DM",2023-07-16,2,6.4,6.8,1.2,1.2,59,42.2,4.6,3.9,0.547722557505166,0.447213595499958,0.447213595499958,0.447213595499958,37.5566239164278,41.4632367284562,1.34164078649987,0.136930639376292,0.714285714285714
"MR01DM",2023-07-17,3,6,6.5,1.33333333333333,1.66666666666667,53.1666666666667,44.8333333333333,4.16666666666667,3.875,0.632455532033676,0.547722557505166,0.516397779494322,0.516397779494322,39.3518318082738,31.7579386400734,0.408248290463863,0.136930639376292,0.857142857142857
"MR01DM",2023-07-18,4,6.28571428571429,7,1.14285714285714,1.57142857142857,64.4285714285714,64.2857142857143,4.42857142857143,4,0.487950036474267,0,0.377964473009227,0.534522483824849,37.6069902316805,28.470536148296,0.786795792469443,0.144337567297406,1
"MR01DM",2023-07-19,5,7,7,1,1,81.4,70.6,4.6,4,0,0,0,0,28.3160731740826,29.2369629065674,0.547722557505166,0,0.714285714285714
"MR01DM",2023-07-20,6,6.75,7,1,1.25,73.25,63,4.25,4,0.5,0,0,0.5,29.0559804515353,28.8790581563873,0.5,0,0.571428571428571
"MR01DM",2023-07-21,7,6.85714285714286,7,1,1.14285714285714,73.7142857142857,41.5714285714286,4.28571428571429,4,0.377964473009227,0,0,0.377964473009227,32.6124428488795,34.9612029868212,0.487950036474267,0,1
"MR01DM",2023-07-22,8,6.6,7,1.4,1.8,71.6,58,4.4,4.2,0.547722557505166,0,0.547722557505166,0.447213595499958,41.6269143703926,27.9105714739057,0.547722557505166,0.209165006633519,0.714285714285714
"MR01DM",2023-07-23,9,6.75,7,1,1.25,97.25,48,4,4,0.5,0,0,0.5,5.5,33.6154726279432,0,0,0.571428571428571
"MR01DM",2023-07-24,10,6.71428571428571,6.85714285714286,1.57142857142857,1.42857142857143,62.5714285714286,34.2857142857143,4.28571428571429,4.14285714285714,0.487950036474267,0.377964473009227,0.534522483824849,0.534522483824849,34.4328193388088,15.2721345999207,0.487950036474267,0.196698948117361,1
"MR01DM",2023-07-25,11,6.66666666666667,6.83333333333333,1.16666666666667,1.33333333333333,63.8333333333333,23,4,4,0.516397779494322,0.408248290463863,0.408248290463863,0.516397779494322,38.8299712421561,21.1849002829846,0,0,0.857142857142857
"MR01DM",2023-07-26,12,7,7,1,1,83.8,61.2,4.4,4,0,0,0,0,29.4991525301999,34.1057179956675,0.547722557505166,0,0.714285714285714
"MR01DM",2023-07-27,13,6.83333333333333,7,1,1.16666666666667,61.3333333333333,21.6666666666667,4,4,0.408248290463863,0,0,0.408248290463863,44.2116123509047,12.5645002553491,0,0,0.857142857142857
"MR01DM",2023-07-28,14,7,7,1,1,80.75,56.5,4,4,0,0,0,0,24.45914961727,18.1199705665692,0,0,0.571428571428571
