"id","date","dayCounter","rses_1","rses_2","rses_3","rses_4","socSit","socInt","excl","rses_totalMean","rses_1sd","rses_2sd","rses_3sd","rses_4sd","socSitSd","socIntSd","exclSd","rses_totalSd","compliance"
"KR01DS",2023-07-18,1,4.42857142857143,4.28571428571429,3.71428571428571,4,31.8571428571429,41.7142857142857,4.14285714285714,4.10714285714286,0.786795792469443,1.38013111868471,1.25356634105602,1.29099444873581,46.8416786328464,41.4395716102145,0.377964473009227,0.196698948117361,1
"KR01DS",2023-07-19,2,3.4,3.2,4.2,4.4,47.8,34.8,4.4,3.8,1.67332005306815,1.6431676725155,1.6431676725155,1.81659021245849,50.2414171774642,38.4148408821383,1.34164078649987,0.209165006633519,0.714285714285714
"KR01DS",2023-07-20,3,4.83333333333333,5.33333333333333,2.66666666666667,3,61.6666666666667,66.1666666666667,4.83333333333333,3.95833333333333,0.983192080250175,0.816496580927726,0.816496580927726,1.09544511501033,48.3390801181266,42.1445923775123,0.983192080250175,0.18819316317727,0.857142857142857
"KR01DS",2023-07-21,4,5.66666666666667,5.66666666666667,2.33333333333333,2.33333333333333,92,92.3333333333333,6.16666666666667,4,0.516397779494322,0.516397779494322,0.516397779494322,0.516397779494322,19.5959179422654,18.7794213613377,0.752772652709081,0,0.857142857142857
"KR01DS",2023-07-22,5,5,5,3,3,66.8,45.8,4.4,4,0.707106781186548,0.707106781186548,0.707106781186548,0.707106781186548,29.2779780722645,25.9749879691984,1.14017542509914,0,0.714285714285714
"KR01DS",2023-07-23,6,6,6,2,2,62,41.5,5.25,4,0,0,0,0,44.2492937796752,25.0931597585212,0.5,0,0.571428571428571
"KR01DS",2023-07-24,7,3.8,3.8,4,4.4,12.6,16.2,4,4,0.836660026534076,0.836660026534076,1,0.894427190999916,20.8278659492517,18.9657586191536,0.707106781186548,0.176776695296637,0.714285714285714
"KR01DS",2023-07-25,8,5.2,5.2,2.8,2.8,49.2,39,4.8,4,0.447213595499958,0.447213595499958,0.447213595499958,0.447213595499958,42.7516081568869,24.4233494836396,0.447213595499958,0,0.714285714285714
"KR01DS",2023-07-26,9,4.5,5.16666666666667,2.83333333333333,3.5,68,54.5,4.5,4,0.836660026534076,0.408248290463863,0.408248290463863,0.836660026534076,30.5221231240554,23.3045060020589,0.836660026534076,0,0.857142857142857
"KR01DS",2023-07-27,10,4.66666666666667,5,2.83333333333333,3.16666666666667,96.5,77.3333333333333,5,3.91666666666667,0.516397779494322,0,0.408248290463863,0.408248290463863,8.57321409974112,11.4658914466633,0,0.129099444873581,0.857142857142857
"KR01DS",2023-07-28,11,4.66666666666667,4.83333333333333,3.16666666666667,3.33333333333333,58.3333333333333,51.6666666666667,4.66666666666667,4,0.516397779494322,0.408248290463863,0.408248290463863,0.516397779494322,47.1621317018926,27.8328343268641,0.516397779494322,0,0.857142857142857
"KR01DS",2023-07-29,12,5.33333333333333,5.33333333333333,2.66666666666667,2.66666666666667,94.5,84,5.66666666666667,4,0.516397779494322,0.516397779494322,0.516397779494322,0.516397779494322,13.4721935853075,20.1494416796099,0.516397779494322,0,0.857142857142857
"KR01DS",2023-07-30,13,5,5,3,3,86.3333333333333,87.6666666666667,5.16666666666667,4,0,0,0,0,15.3709683060849,14.0380435483961,0.408248290463863,0,0.857142857142857
"KR01DS",2023-07-31,14,4.66666666666667,4.33333333333333,3.66666666666667,3.66666666666667,90.3333333333333,86.6666666666667,5,4.08333333333333,0.577350269189626,1.15470053837925,1.15470053837925,1.15470053837925,16.7431578064991,22.2336081942031,0,0.144337567297406,0.428571428571429
"KR01DS",2023-08-01,15,5,5,3,3,100,100,5.6,4,0,0,0,1.22474487139159,0,0,0.547722557505166,0.306186217847897,0.714285714285714
