"id","date","dayCounter","rses_1","rses_2","rses_3","rses_4","socSit","socInt","excl","rses_totalMean","rses_1sd","rses_2sd","rses_3sd","rses_4sd","socSitSd","socIntSd","exclSd","rses_totalSd","compliance"
"HI06CR",2023-10-19,1,6.5,5.66666666666667,1.83333333333333,2.33333333333333,66.8333333333333,51.6666666666667,5.5,4.08333333333333,0.547722557505166,0.516397779494322,0.752772652709081,0.516397779494322,35.4198626009005,31.809851723431,1.37840487520902,0.258198889747161,0.857142857142857
"HI06CR",2023-10-20,2,6.28571428571429,6.42857142857143,1,1.57142857142857,79,42.5714285714286,5.14285714285714,3.82142857142857,0.487950036474267,0.534522483824849,0,0.534522483824849,28.1839197652373,34.238658184656,1.3451854182691,0.237797432802835,1
"HI06CR",2023-10-21,3,4.83333333333333,5.66666666666667,1.5,3,30,17.6666666666667,4.5,3.75,0.983192080250175,0.816496580927726,1.22474487139159,0.632455532033676,30.9321838866899,15.0952531170122,0.836660026534076,0.158113883008419,0.857142857142857
"HI06CR",2023-10-22,4,5.33333333333333,6.5,1,2.66666666666667,30.5,24.5,4.5,3.875,0.516397779494322,0.547722557505166,0,0.516397779494322,26.7787228971062,24.8092724601106,0.547722557505166,0.136930639376292,0.857142857142857
"HI06CR",2023-10-23,5,6.14285714285714,7,1,1.85714285714286,44.5714285714286,14.7142857142857,5,4,0.377964473009227,0,0,0.377964473009227,39.199732749332,8.51888658050033,0.577350269189626,0.144337567297406,1
"HI06CR",2023-10-24,6,5.66666666666667,6.83333333333333,1,2.5,51.3333333333333,24.5,4.83333333333333,4,0.516397779494322,0.408248290463863,0,0.547722557505166,39.7274044793599,14.1244468918255,0.408248290463863,0.158113883008419,0.857142857142857
"HI06CR",2023-10-25,7,6.14285714285714,6.85714285714286,1,2,49.7142857142857,27.4285714285714,4.71428571428571,4,0.377964473009227,0.377964473009227,0,0.816496580927726,48.4242166886028,23.186613543574,0.755928946018454,0.144337567297406,1
"HI06CR",2023-10-26,8,5.5,6.66666666666667,1,2,59.8333333333333,53.1666666666667,6.16666666666667,3.79166666666667,0.547722557505166,0.516397779494322,0,0.632455532033676,39.2958861290424,26.558739929949,0.752772652709081,0.18819316317727,0.857142857142857
"HI06CR",2023-10-27,9,5.83333333333333,6.33333333333333,1.16666666666667,2.5,61.5,24,5,3.95833333333333,0.752772652709081,0.516397779494322,0.408248290463863,0.836660026534076,40.4610924222271,11.3137084989848,0.894427190999916,0.18819316317727,0.857142857142857
"HI06CR",2023-10-28,10,5.5,6.33333333333333,1.16666666666667,1.83333333333333,46.6666666666667,32,5.66666666666667,3.70833333333333,0.547722557505166,0.516397779494322,0.408248290463863,0.752772652709081,44.9073119510249,23.6981011897578,1.03279555898864,0.18819316317727,0.857142857142857
"HI06CR",2023-10-29,11,5.16666666666667,6.33333333333333,1,2.83333333333333,44.8333333333333,27.6666666666667,4.83333333333333,3.83333333333333,0.408248290463863,0.516397779494322,0,0.408248290463863,29.7685516387121,26.80049750782,0.752772652709081,0.129099444873581,0.857142857142857
"HI06CR",2023-10-30,12,6,6.2,1,2,52.4,31.8,5.8,3.8,0,0.447213595499958,0,0,43.8269323589959,4.65832587954085,1.09544511501033,0.111803398874989,0.714285714285714
"HI06CR",2023-10-31,13,5.5,6.66666666666667,1,2.33333333333333,63.6666666666667,40.5,5.66666666666667,3.875,0.547722557505166,0.516397779494322,0,0.516397779494322,40.2525361519826,29.951627668626,0.816496580927726,0.209165006633519,0.857142857142857
"HI06CR",2023-11-01,14,5.2,6.6,1,2.6,58,43,5.4,3.85,0.447213595499958,0.547722557505166,0,0.547722557505166,53.103672189407,52.3927475897189,1.51657508881031,0.136930639376292,0.714285714285714
