"id","date","dayCounter","rses_1","rses_2","rses_3","rses_4","socSit","socInt","excl","rses_totalMean","rses_1sd","rses_2sd","rses_3sd","rses_4sd","socSitSd","socIntSd","exclSd","rses_totalSd","compliance"
"SE01DE",2023-10-21,1,6,6.85714285714286,1,1.71428571428571,72.8571428571429,44.2857142857143,5.71428571428571,3.89285714285714,0.577350269189626,0.377964473009227,0,0.487950036474267,28.7020822207993,34.0867241298539,0.755928946018454,0.243975018237133,1
"SE01DE",2023-10-22,2,5.5,7,1.16666666666667,1.83333333333333,38.3333333333333,33.3333333333333,5,3.875,0.547722557505166,0,0.408248290463863,0.408248290463863,36.0092580688171,34.4480284873702,1.26491106406735,0.136930639376292,0.857142857142857
"SE01DE",2023-10-23,3,6.28571428571429,7,1,1.71428571428571,71.4285714285714,44.2857142857143,5.71428571428571,4,0.487950036474267,0,0,0.487950036474267,26.0950643025148,25.5650430973904,0.755928946018454,0,1
"SE01DE",2023-10-24,4,5.83333333333333,7,1,2.16666666666667,72.6666666666667,41.6666666666667,5.16666666666667,4,0.408248290463863,0,0,0.752772652709081,39.2258418222817,32.9646275068696,0.752772652709081,0.158113883008419,0.857142857142857
"SE01DE",2023-10-25,5,6,7,1,2,88.5714285714286,54.4285714285714,5.57142857142857,4,0,0,0,0.816496580927726,10.690449676497,27.7600260738179,0.786795792469443,0.204124145231932,1
"SE01DE",2023-10-26,6,5.85714285714286,7,1,1.85714285714286,82.8571428571429,43.5714285714286,5.57142857142857,3.92857142857143,0.377964473009227,0,0,0.377964473009227,17.9947082168487,26.5697644128129,0.534522483824849,0.121987509118567,1
"SE01DE",2023-10-27,7,5.6,7,1.8,1.8,73,39,5.2,4.05,0.547722557505166,0,1.78885438199983,0.447213595499958,12.0415945787923,14.3178210632764,0.836660026534076,0.54198708471697,0.714285714285714
"SE01DE",2023-10-28,8,5.5,7,1,2.33333333333333,48.5,30.1666666666667,5.16666666666667,3.95833333333333,0.836660026534076,0,0,0.516397779494322,38.7491935399951,26.8359212002619,0.983192080250175,0.102062072615966,0.857142857142857
"SE01DE",2023-10-29,9,5.5,7,1.16666666666667,2.5,71.6666666666667,46.6666666666667,5,4.04166666666667,0.547722557505166,0,0.408248290463863,0.836660026534076,44.9073119510249,30.7679486912382,0.894427190999916,0.292261298612503,0.857142857142857
"SE01DE",2023-10-30,10,6,7,1,2,88,47,5.6,4,0,0,0,0,10.9544511501033,19.8746069143518,0.547722557505166,0,0.714285714285714
"SE01DE",2023-10-31,11,5.85714285714286,7,1,2.28571428571429,77.1428571428571,45.7142857142857,5.28571428571429,4.03571428571429,0.377964473009227,0,0,0.487950036474267,31.9970236711092,25.727509827124,0.951189731211342,0.0944911182523068,1
"SE01DE",2023-11-01,12,5.5,7,1,2.66666666666667,60,37.5,4.83333333333333,4.04166666666667,0.547722557505166,0,0,0.816496580927726,35.213633723318,29.6226264871972,0.752772652709081,0.18819316317727,0.857142857142857
"SE01DE",2023-11-02,13,5.28571428571429,7,1,2.28571428571429,92.8571428571429,55.7142857142857,5.14285714285714,3.89285714285714,0.951189731211342,0,0,0.487950036474267,11.1269728052837,19.0237946242268,0.377964473009227,0.196698948117361,1
"SE01DE",2023-11-03,14,5.42857142857143,7,1,2.14285714285714,74.1428571428571,29.8571428571429,5.14285714285714,3.89285714285714,0.786795792469443,0,0,0.377964473009227,12.5489517680239,11.5531896234845,0.899735410842437,0.133630620956212,1
"SE01DE",2023-11-04,15,5,7,1,2.4,60.2,26.2,4.8,3.85,0.707106781186548,0,0,0.547722557505166,7.42967024840268,5.67450438364444,0.447213595499958,0.136930639376292,0.714285714285714
"SE01DE",2023-11-05,16,4.83333333333333,6.66666666666667,1,3.16666666666667,10,5,3.83333333333333,3.91666666666667,0.408248290463863,0.516397779494322,0,0.408248290463863,16.7332005306815,8.36660026534076,0.752772652709081,0.204124145231932,0.857142857142857
