"id","date","dayCounter","rses_1","rses_2","rses_3","rses_4","socSit","socInt","excl","rses_totalMean","rses_1sd","rses_2sd","rses_3sd","rses_4sd","socSitSd","socIntSd","exclSd","rses_totalSd","compliance"
"AN10JR",2023-07-25,1,4.4,4.6,3.2,2.8,26.2,29,5.6,3.75,1.34164078649987,0.894427190999916,1.09544511501033,0.447213595499958,19.1624633072056,20.0624026477389,0.547722557505166,0.25,0.714285714285714
"AN10JR",2023-07-26,2,5.5,5.5,2.66666666666667,2.66666666666667,67.6666666666667,49.1666666666667,5.66666666666667,4.08333333333333,0.547722557505166,0.547722557505166,1.36626010212795,0.516397779494322,32.2655647194756,30.0227691372176,1.03279555898864,0.376386326354541,0.857142857142857
"AN10JR",2023-07-27,3,5.66666666666667,5.66666666666667,2.33333333333333,2.33333333333333,94,93,6,4,0.577350269189626,0.577350269189626,0.577350269189626,0.577350269189626,6,12.1243556529821,0,0.433012701892219,0.428571428571429
"AN10JR",2023-07-28,4,5.66666666666667,4.33333333333333,3.66666666666667,3,81,81.6666666666667,6.33333333333333,4.16666666666667,0.577350269189626,1.15470053837925,1.15470053837925,0,32.0468407179241,31.7542648054294,0.577350269189626,0.144337567297406,0.428571428571429
"AN10JR",2023-07-29,5,4,5.5,2.5,3,88.5,90.5,6,3.75,1.4142135623731,0.707106781186548,0.707106781186548,0,7.77817459305202,13.4350288425444,0,0.353553390593274,0.285714285714286
"AN10JR",2023-07-30,6,5.33333333333333,5.66666666666667,3,2.33333333333333,50.3333333333333,45.6666666666667,5,4.08333333333333,1.15470053837925,0.577350269189626,0,0.577350269189626,43.7530951286116,50.5601951473027,1,0.288675134594813,0.428571428571429
"AN10JR",2023-07-31,7,5,5,3,3,73,37,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143
"AN10JR",2023-08-01,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AN10JR",2023-08-02,9,4.33333333333333,3.66666666666667,4.33333333333333,3.33333333333333,57,45,4,3.91666666666667,1.15470053837925,1.15470053837925,1.15470053837925,1.52752523165195,6.92820323027551,14.7309198626562,1,0.520416499866533,0.428571428571429
"AN10JR",2023-08-03,10,5,4.6,2.8,3.4,70,56.6,5.2,3.95,0,0.894427190999916,0.447213595499958,0.894427190999916,20.4572725454788,15.7575378787424,0.447213595499958,0.111803398874989,0.714285714285714
"AN10JR",2023-08-04,11,5,5,2.66666666666667,3.33333333333333,73.3333333333333,66.6666666666667,5,4,0,0,0.577350269189626,1.52752523165195,7.37111479583199,16.2890556304942,1.73205080756888,0.5,0.428571428571429
"AN10JR",2023-08-05,12,5.33333333333333,4.66666666666667,2,2,70,47.3333333333333,5.66666666666667,3.5,0.577350269189626,1.52752523165195,0,0,31.6069612585582,45.785732857882,1.52752523165195,0.5,0.428571428571429
"AN10JR",2023-08-06,13,5,4.5,3,2.5,56.5,56.5,5.5,3.75,0,2.12132034355964,1.4142135623731,0.707106781186548,16.2634559672906,12.0208152801713,0.707106781186548,0,0.285714285714286
"AN10JR",2023-08-07,14,4.5,5,2.75,3.5,40.75,31,4,3.9375,1,0,0.5,1,18.9450961113072,10.0332779621949,1.15470053837925,0.125,0.571428571428571
"AN10JR",2023-08-08,15,5.25,5.25,3,3,60.75,45,4.75,4.125,0.5,0.5,1.4142135623731,0.816496580927726,20.4511613362176,12.1928941054479,1.25830573921179,0.433012701892219,0.571428571428571
"AN10JR",2023-08-09,16,5,5,5,2,61,67,5,4.25,NA,NA,NA,NA,NA,NA,NA,NA,0.142857142857143
"AN10JR",2023-08-10,17,5,5,2.66666666666667,2.66666666666667,42.6666666666667,43.3333333333333,5,3.83333333333333,0,0,0.577350269189626,0.577350269189626,17.7857620959388,19.55334583475,0,0.144337567297406,0.428571428571429
"AN10JR",2023-08-11,18,5.33333333333333,4.83333333333333,3,3,57.5,56.3333333333333,5.16666666666667,4.04166666666667,0.516397779494322,0.983192080250175,0,1.09544511501033,21.5569014471004,19.7855165883195,0.752772652709081,0.430600356092127,0.857142857142857
"AN10JR",2023-08-12,19,6,6,2,2,71,73.5,5,4,0,0,0,0,2.82842712474619,0.707106781186548,0,0,0.285714285714286
"AN10JR",2023-08-13,20,4.66666666666667,5.66666666666667,2.66666666666667,3.33333333333333,32.6666666666667,47,4.33333333333333,4.08333333333333,0.577350269189626,0.577350269189626,1.15470053837925,1.52752523165195,8.7368949480541,30.6431068920891,1.15470053837925,0.381881307912987,0.428571428571429
