"id","date","dream","nightmare","mood","content","datetime","dayCounter","n_epi","n_eve","n_sit","dreamSocSit","dreamSocInt","multi","realMulti","inter","nAva2sin","nAva3sin","nAva4sin","nAva5sin","nAva2gro","nAva3gro","nAva4gro","nAva5gro","nAvaUns","famAva","unfAva","unsAva","wordcount","wordPerSit","sitPerEve","evePerEpi","n_socEve"
"EK01GO",2023-07-18,2,-77,-77,"-66",1689660120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-19,2,-77,-77,"-66",1689744600,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-20,1,1,1,"Ich war mit meinem Vater und meiner Schwester auf einem Städtetrip in Frankfurt. Wir fuhren mit einem Auto (mein Vater saß am Steuer) durch einen Tunnel. Die Fahrbahn in unserer Fahrrichtung war zweispurig plus zusätzlicher Seitenstreifen. Plötzlich fuhren alle Autos auf unserer Seite in die falsche Richtung und kamen uns entgegen. Mein Vater wisch schnell auf den Seitenstreifen aus. Bald sahen wir, dass die Autos vor einem Auto flohen, aus dem mit schweren Maschinengewehren geschossen wurde. Kurz bevor das Auto näher an uns heran kam, hatte ich eine große Angst, selbst zu sterben oder meinen Vater oder meine Schwester sterben zu sehen. Zum Glück fuhr das Auto an uns (in Mordsgeschwindigkeit) vorbei ohne dass wir getroffen wurden. Dann endete der Traum.",1689835320,3,1,2,8,3,3,2,0,1,1,0,0,1,0,0,0,1,0,1,0,2,121,15.125,4,2,2
"EK01GO",2023-07-21,2,-77,-77,"-66",1689935460,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-22,2,-77,-77,"-66",1690006560,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-23,2,-77,-77,"-66",1690087860,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-24,2,-77,-77,"-66",1690176840,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-25,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-26,1,2,3,"Bislang konnte ich mich leider wirklich nur an einen einzigen Traum erinnern - trotz Befolgung der Methodik in der E-Mail. Das wollte ich anmerken. Ich habe nicht aus Faulheit keine Berichte eingereicht. Auch diese Nacht erinnere ich mich an sehr wenig. Ich habe mit mehreren Personen, die ich kannte, an einer Art Olympiade teilgenommen. Es gab verschiedene sportliche und weniger sportliche Aktivitäten. Viele Dozierende von der Uni sind im Traum aufgetaucht. Ich würde den Traum als neutral bezeichnen, da ich mich nicht an negative oder positve Gefühle erinnere. Er war nur insofern verrückt als sich die vorkommenenen Personen sehr gemixt haben. Im normalen Leben würde diese von mir bekannten Personen (Schulfreunde, Unidozenten) nicht aufeinander treffen.",1690350780,9,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,115,115,1,1,1
"EK01GO",2023-07-27,2,-77,-77,"-66",1690441380,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-28,1,2,4,"Ich saß mit verschiedenen Dozierenden und Studierenden an einer langen Tafel. Der Tisch war ein schöner alter Holztisch. Es gab viel zu Essen. Das Essen stand alles auf dem Tisch und wurde von Person zu Person weitergereicht. Man musste also sehr kommunikativ sein. Die Stimmung war recht ausgelassen. Ich selbst habe mich wohl gefühlt, auch wenn ich gerne nicht nur mit den Personen in meinem unmittelbaren Umfeld, sondern auch am Ende des Tisches gerne gesprochen hätte. An mehr Details kann ich mich leider nicht erinnern.",1690547940,11,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,0,0,85,85,1,1,1
"EK01GO",2023-07-29,2,-77,-77,"-66",1690651800,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-30,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-07-31,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-08-01,1,1,2,"Es handelt sich um einen sehr absurden Traum. Ich war mit ein paar Leuten aus meiner Stufe (Schulzeit) in einem Zug unterwegs. Wir saßen zu sechst in einem Sechser, als plötzlich eine sehr enge Freundin und ein Bekannter, den ich aber gerne mag, aus dem fahrenden Zug durch das Fenster entführt wurden. Das ging so schnell. Ich weiß gar nicht, wie das technisch möglich war. Ich war sofort sehr aufgewühlt und hatte panische Angst. Die anderen Leute, die mit mir unterwegs waren, haben sehr komisch reagiert. Meinten: Da könnte man jetzt sowieso nichts machen. Ich konnte ihre Reaktion (sie blieben auch alle sehr ruhig) gar nicht nachvollziehen. An den weiteren Verlauf des Traums kann ich mich nicht mehr erinnern. (Kurze Randbemerkung: Auch die vorherigen Tage habe ich nicht aus Faulheit keinen Bericht eingereicht, ich konnte mich einfach nicht erinnen)",1690872240,15,1,1,4,3,1,1,0,0,2,0,0,0,2,0,0,0,0,4,0,0,141,35.25,4,1,1
"EK01GO",2023-08-02,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EK01GO",2023-08-03,2,-77,-77,"-66",1691043240,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
