"id","date","dream","nightmare","mood","content","datetime","dayCounter","n_epi","n_eve","n_sit","dreamSocSit","dreamSocInt","multi","realMulti","inter","nAva2sin","nAva3sin","nAva4sin","nAva5sin","nAva2gro","nAva3gro","nAva4gro","nAva5gro","nAvaUns","famAva","unfAva","unsAva","wordcount","wordPerSit","sitPerEve","evePerEpi","n_socEve"
"MC10TO",2023-10-20,2,-77,-77,"-66",1697820180,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC10TO",2023-10-21,1,1,2,"Das genaue Setting ist mir nicht mehr bewusst. In dem Traum war ich mit mehreren Bekannten, teils Familienmitgliedern irgendwo in einem Haus & irgendwann sind giftige Spinnen, die sich in die Haut gegraben haben, aufgetaucht und dann bin ich aufgewacht.",1697874240,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14.6666666666667,3,1,1
"MC10TO",2023-10-22,1,2,4,"Ich befand mich in der Schulklasse, die meine Mutter unterrichtet und habe ihr beim unterrichten geholfen, bzw die Kinder unterstützt, die mehr Hilfe benötigten",1697959380,3,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,24,24,1,1,1
"MC10TO",2023-10-23,2,-77,-77,"-66",1698038520,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC10TO",2023-10-24,2,-77,-77,"-66",1698122100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC10TO",2023-10-25,1,2,4,"Ich befand mich mit ehemaligen Seminarteinehmern aus meinem FSJ in verschiedenen Einsatzstellen. worüber wir geredet haben ist mir nicht mehr geläufig.",1698199860,6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,0,0,21,21,1,1,1
"MC10TO",2023-10-26,1,2,3,"An die tatsächlichen Träume kann ich mich zwar nicht erinnern, allerdings wache ich mittlerweile nach „Beenden“ der Träume Nachts kurz auf, um kurz danach wieder einzuschlafen. Das war vorher in dem Ausmaß nicht so.",1698337920,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,1,1,NA
"MC10TO",2023-10-27,2,-77,-77,"-66",1698424380,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC10TO",2023-10-28,1,2,4,"Ich befand mich mit Freunden im einen mir nicht mehr präsenten Umfeld, die Stimmung war relativ positiv.",1698517740,9,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,17,17,1,1,1
"MC10TO",2023-10-29,1,2,4,"Ich kann mich an einen Traum vage erinnern. Ich war mit einer guten Freundin Abends unterwegs in einer gut belebten Gegend. Dabei haben wir uns über den bisher vergangenen Tag unterhalten und sind auf weitere Freunde gestoßen.",1698608220,10,1,1,2,2,2,1,1,2,2,0,0,0,1,0,0,0,0,3,0,0,39,19.5,2,1,1
"MC10TO",2023-10-30,2,-77,-77,"-66",1698647880,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC10TO",2023-10-31,1,2,3,"Ich befand mich mit Studienfreunden in einer Vorlesung, allerdings erst in der falschen. Danach waren wir irgendwie in einer Cafete, an die Gesprächsinhalte kann ich mich nicht erinnern",1698777540,12,1,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,2,0,0,28,14,1,2,2
"MC10TO",2023-11-01,2,-77,-77,"-66",1698870360,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC10TO",2023-11-02,1,2,2,"Es war zwar kein Alptraum, allerdings ging es um ein Thema, das eher negativ behaftet ist. Dementsprechend sind die dies betreffenden Personen ebenfalls in meinem Traum aufgetaucht. Allerdings nahm er irgendwann eine zu absurde Wendung, sodass ich aufgewacht bin.",1698954540,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19.5,2,1,NA
