"id","date","dream","nightmare","mood","content","datetime","dayCounter","n_epi","n_eve","n_sit","dreamSocSit","dreamSocInt","multi","realMulti","inter","nAva2sin","nAva3sin","nAva4sin","nAva5sin","nAva2gro","nAva3gro","nAva4gro","nAva5gro","nAvaUns","famAva","unfAva","unsAva","wordcount","wordPerSit","sitPerEve","evePerEpi","n_socEve"
"NT09TO",2023-07-19,1,2,3,"Ich saß in der Statistik Klausur in der Uni, in einem großen Hörsaal. Dann hab ich die Klausur geöffnet und gesehen, dass ich die Fragen nicht beantworten kann, weil mir die Themen unbekannt waren.   Um mich herum schien keiner irritiert.  Ich bin dann glaube ich nachts so gegen 3/4 Uhr aufgewacht.",1689739380,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,51,25.5,2,1,1
"NT09TO",2023-07-20,1,2,2,"Ich war an meiner alten Schule (in den Gebäuden und auf dem Gelände), allerdings zusammen mit meinen Freunden von der Uni (ergibt keinen Sinn). Ich glaube, dass wir vor irgendwas weg gelaufen sind. Alle Personen wirkten sehr unruhig, die Stimmung war etwas negativer, aber die Situation wirkte nicht lebensbedrohlich. ",1689825600,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,49,49,1,1,1
"NT09TO",2023-07-21,1,2,3,"Ich war auf der Arbeit. Das Gebäude in dem ich war kam mir nicht bekannt vor, die Leute auch nicht, aber ich hatte das Gefühl dass ich dort arbeiten würde. Die Stimmung war auch ganz normal und neutral. Dann habe ich aber herausgefunden, dass dort giftige Tiere gehalten werden, weil eins von denen ausgebüchst ist. Dann haben wir versucht es zu fangen, wobei es Leute gebissen hat. Dann war der Traum ende.",1689909960,3,1,2,4,3,1,1,0,0,0,0,0,3,0,0,0,2,1,0,0,5,74,18.5,2,2,2
"NT09TO",2023-07-22,2,-77,-77,"-66",1689999480,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT09TO",2023-07-23,2,-77,-77,"-66",1690088940,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT09TO",2023-07-24,2,-77,-77,"-66",1690175100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT09TO",2023-07-25,2,-77,-77,"-66",1690258320,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT09TO",2023-07-26,2,-77,-77,"-66",1690376640,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NT09TO",2023-07-27,1,2,4,"Ich war mit Freunden (einige, kann nicht genau sagen wie viele) in Berlin und dann waren wir lange in einem Café und sind dann nachts zurück zum Hotel gelaufen. Wir haben viel gelacht und dann auch die U-Bahn genommen, weil der Weg doch weiter war als erwartet. Aber dann haben wir die richtige Haltestelle verpasst und mussten eine später aussteigen. Den Rest sind wir dann aber gelaufen.  Die Stimmung war positiv und es war sehr lustig.",1690432440,9,1,1,6,5,5,5,0,0,5,0,0,0,5,0,0,0,0,10,0,0,82,13.6666666666667,6,1,1
"NT09TO",2023-07-28,2,-77,-77,"-66",1690552680,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
