"id","date","dream","nightmare","mood","content","datetime","dayCounter","n_epi","n_eve","n_sit","dreamSocSit","dreamSocInt","multi","realMulti","inter","nAva2sin","nAva3sin","nAva4sin","nAva5sin","nAva2gro","nAva3gro","nAva4gro","nAva5gro","nAvaUns","famAva","unfAva","unsAva","wordcount","wordPerSit","sitPerEve","evePerEpi","n_socEve"
"DR02RL",2023-08-05,1,2,3,"In einem Traum ging es um die Organisation eines Events. Es musste vor allem das Catering organisiert werden, was sich schwierig gestaltete, da kaum vegetarische Produkte zur Verfügung standen und ich vegetarische Alternativen anbieten wollte. Es war stressig und es kam immer wieder etwas dazwischen, sodass die Planung sehr lange dauerte und nie ganz fertig war. Ich habe mich gestresst gefühlt aber es war trotzdem nicht schlimm.",1691211600,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,1,1,NA
"DR02RL",2023-08-06,1,2,4,"Leider erinnere ich mich nur kaum an meinem Traum. Ich habe etwas für den Urlaub geplant und ein Ferienhaus gebucht.",1691315580,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1,1,NA
"DR02RL",2023-08-07,1,2,3,"Ich habe einen neuen Job angefangen im Antiquitätenladen. Mein neuer Chef in meinem Traum war auch mein Chef in der Realität. Ich konnte dort selbst an Versteigerungen teilnehmen und habe zwei Kunstrosen gewonnen. Dann kam eine Gruppe an Frauen rein und hat einen Junggesellinnen Abschied gefeiert und Geld gesammelt für die Braut. ",1691375760,3,1,2,4,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,52,13,2,2,1
"DR02RL",2023-08-08,1,2,2,"Wir waren in der neuen Wohnung meines Freundes und haben eine Beige Couch aufgebaut. Es hat aber alles nicht funktioniert und wir mussten immer wieder von vorne anfangen. Wir haben es letztendlich aber geschafft und dann als wir fertig waren haben wir gesehen, dass die Couch viel zu groß ist und gar nicht in die Ecke des Zimmers passt.",1691470380,4,1,1,4,4,4,4,0,0,0,0,0,4,0,0,0,0,4,0,0,4,59,14.75,4,1,1
"DR02RL",2023-08-09,2,-77,-77,"-66",1691597100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DR02RL",2023-08-10,1,2,3,"Ich war mit einer Freundesgruppe bei einer Ballettaufführung. Es sind zwei Tänzerinnen gleichzeitig aufgetreten. Es waren aber irgendwie zwei Schauspielerinnen, die eigentlich gar nicht tanzen konnten und es wurde mehr zu einer Comedy Veranstaltung, als zu einer Tanzveranstaltung. Wir sind danach noch zusammen in die Stadt gegangen und haben dort etwas gegessen.",1691635140,6,1,2,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,4,0,0,52,26,1,2,2
"DR02RL",2023-08-11,1,2,2,"Ich habe an einem Marathon teilgenommen. Es lief nicht so gut, aber es war okay ich habe es ins Ziel geschafft. Danach war ich aber so erschöpft, dass ich eingeschlafen bin. Am nächsten Tag bin ich dann aufgewacht und es war 10 Uhr und ich musste eigentlich gegen 8 auf der Arbeit sein. Außerdem habe ich ein Meeting verpasst, dass an dem Morgen gewesen wäre. Ich bin gestresst aufgestanden und habe versucht mich schnell fertig zu machen aber es ist immer wieder etwas schief gegangen, was das ganze verzögert hat. ",1691736480,7,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15,3,2,NA
"DR02RL",2023-08-12,1,2,2,"Ich war mit einer größeren Freundesgruppe in einer Finca in Spanien. Meine Eltern waren auch mit dabei, aber in einem anderen Trakt des Gebäudes. Es gab eine Sportveranstaltung, bei der es sowas wie eine Note gab und wir mussten daran teilnehmen. Ich war mit einem Freund in einem Team. Wir waren sehr schlecht und es gab dementsprechend eine schlechte Note. Es war noch eine Beraterin für die Noten da. Diese hat mit meinen Eltern gesprochen und meine Eltern waren super sauer. Wir hatten einen großen Streit und ich war sehr irritiert, weil meine Eltern noch nie wegen einer Note sauer waren. Ich bin dann wieder in den anderen Trakt gegangen und habe dort geweint. Dann habe ich mich wieder beruhigt und mein Partner und ich sind auf unser Zimmer gegangen. Dort haben wir bemerkt, dass unser Bett benutzt war und jemand im Badezimmer ist. Die Badezimmertür ging auf und ein kleiner Junge im heraus. Wir haben uns gefragt, wo er herkam und haben ein kleines Haus in unserer Nähe gefunden. Die Mutter hat uns aber zu verstehen gegeben, dass das Kind dort in Gefahr ist und wir auf es aufpassen sollen. Haben wir dann auch in der großen Gruppe gemacht. (Plötzlich spielte das Kind keine Rolle mehr). Die Jungs wollten dann feiern gehen. Ich wollte aber nicht, weil ich ja noch Streit mit meinen Eltern hatte. Wir Mädels haben also einen Ausflug mit Übernachtung in eine andere Stadt gemacht. Auf der Fahrt haben wir uns abgewechselt und jeder ist mal gefahren. In dem Ort war es aber super kalt, überall lag Schnee und man hatte direkt so Frost an der Haut. Ich bin dann aber abends baden gegangen und dann war es nicht mehr so kalt. Dann bin ich aufgewacht. ",1691853660,8,1,3,17,13,11,10,2,3,11,1,2,0,5,1,0,0,0,16,4,0,290,17.0588235294118,5.66666666666667,3,3
"DR02RL",2023-08-13,2,-77,-77,"-66",1691924460,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DR02RL",2023-08-14,2,-77,-77,"-66",1692029760,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DR02RL",2023-08-15,2,-77,-77,"-66",1692097200,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DR02RL",2023-08-16,1,2,3,"Wir haben neue Büromöbel bekommen und ich war damit beschäftigt mein Büro dementsprechend neu einzurichten. ",1692153660,12,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.5,2,1,NA
"DR02RL",2023-08-17,1,2,2,"Ich habe verschlafen weil ich dachte ich hätte frei. Dann habe ich gemerkt, dass ich arbeiten muss und habe mich schnell fertig gemacht. Ich bin zur Arbeit gefahren und plötzlich war ein komisches Geräusch. Ich bin ausgestiegen und habe gesehen, dass ich einen Platten habe. Ich wusste aber nicht was ich machen muss und war von der ganzen Situation genervt. ",1692285660,13,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,4,1,NA
"DR02RL",2023-08-18,2,-77,-77,"-66",1692378000,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DR02RL",2023-08-19,2,-77,-77,"-66",1692465540,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
